"Time"	YBR297W	YMR021C	YPL177C	YMR042W	YML099C	YIL101C	YJR147W	YGR249W	YER045C	YHL027W	YER190W	YPL265W	YER189W	YBR086C	YOL157C	YJR054W	YCR021C	YMR172CA	YJR094C	YIR020C	YMR173W	YKR042W	YDL246C	YBR298C	YJL221C	YDL245C	YPL198W	YPL078C	YJL219W	YMR319C	YFL023W	YOR258W	YJR101W	YHL029C	YHR193C	YPR197C	YFR005C	YCR107W	YBL043W	YPR123C	YOR280C	YFL024C	YCR105W	YAR050W	YMR135WA	YBL029W	YHR194W	YPL111W	YFL066C	YDR276C
450	0.0903935	1.0231975	0.1012095	0.6381611	1.0571657	0.0631553	0.8866121	0.6026892	1.0571474	0.9684320	0.1599971	0.9497965	0.2094553	0.4438550	0.3510653	0.7264996	0.0593675	0.4706331	0.9963627	0.9511800	0.9330631	0.5873390	0.9128281	0.0301687	0.2422871	0.5522105	0.9074247	0.9894909	0.0317671	0.4871557	0.5818862	0.3435661	0.7407074	0.9573681	1.0069906	0.7198727	0.3158117	0.6692070	0.5085636	0.9966931	0.2857574	0.6657872	0.4857494	0.0029179	1.0607311	0.6231587	0.7457205	0.9946109	0.2866911	0.8255723
500	0.1354345	0.9665958	0.1069536	0.6993545	1.0028608	0.0397111	0.9324531	0.6312341	1.0965067	1.0387096	0.1062973	1.0156085	0.1924507	0.4627499	0.4608171	0.7117549	0.0848261	0.4775172	1.1282387	0.9386448	0.8764913	0.6635629	0.9715395	0.0539362	0.2055855	0.5088783	0.9888937	0.9359910	0.0202477	0.4708478	0.5835006	0.2521780	0.7555763	0.9865993	0.9934683	0.6367901	0.2730383	0.5607944	0.4797390	0.9927865	0.3317503	0.6714883	0.5165044	0.0009657	1.0123254	0.7785571	0.6697982	0.9517685	0.3003896	0.8246554
550	0.1080962	1.0885070	0.1258839	0.7680258	0.9823373	0.1126344	0.9280595	0.6366356	1.1047925	1.0221770	0.3055663	1.0178221	0.4455291	0.5887191	0.6027374	0.6953045	0.0715904	0.4260073	1.0746552	0.9831159	0.8588442	0.6279809	0.9449055	0.0661842	0.1734863	0.6133173	0.9548407	1.0279718	0.0273282	0.4669031	0.3799832	0.2898896	0.7861575	0.7929583	1.0653856	0.6212533	0.4465817	0.5835808	0.4803416	0.9933815	0.4187106	0.6731990	0.6065595	0.0035832	0.9882979	0.6530485	0.6824804	0.9872171	0.3700841	0.7931491
600	0.1170787	0.9663116	0.1497285	1.0051844	0.9529080	0.1405437	0.9012116	0.6142263	1.0485810	0.9382494	0.4787226	1.0689005	0.6791972	0.5812252	0.6992896	0.6994909	0.1616674	0.4911950	0.9345581	1.1207729	0.9322555	0.6903381	0.9509765	0.0576137	0.1026196	0.7604226	0.9303591	1.0229268	0.0282973	0.4409983	0.2865347	0.2474875	0.7665460	0.8826546	0.8993063	0.6310200	0.6204703	0.6265796	0.5418632	0.9354571	0.3789886	0.6398576	0.7737241	0.0211947	0.9944814	0.7227087	0.7484919	0.9647020	0.3764807	0.7291091
650	0.0822836	0.9574088	0.1431182	1.0504170	0.9511924	0.1549323	0.8388518	0.6104723	0.9843068	1.0025751	0.4847562	1.0327901	0.8319288	0.5443195	0.7432719	0.6696759	0.2852963	0.4282241	0.9522613	1.0751015	0.9159127	0.6919730	0.9487888	0.0549095	0.0716918	0.8008093	0.8868759	0.9367937	0.0080542	0.4929893	0.1823737	0.2876122	0.8549277	0.8393007	0.8891813	0.6699433	0.8459587	0.7038275	0.5034989	0.9987452	0.4437702	0.6793380	0.7427859	0.0398746	0.9081657	0.6185128	0.7275468	0.9115399	0.3300308	0.9564072
700	0.0746728	1.0892524	0.1483429	0.9119493	0.9565708	0.1119190	0.8484030	0.6590234	0.9041021	1.1503259	0.5367911	1.0730924	0.9169192	0.4896167	0.9065413	0.7233964	0.2704516	0.4486568	0.9930025	1.0676433	0.8466902	0.6347736	0.9726687	0.0797192	0.0640104	0.9339121	0.8520216	0.9767013	0.0182316	0.5405828	0.1202347	0.3226579	0.7832811	0.9448532	0.9997974	0.6768536	0.9718504	0.6344922	0.5089828	1.0496199	0.4606523	0.6536698	0.7869166	0.0488699	0.8825154	0.6160058	0.7771065	0.9128257	0.2896708	0.9513973
750	0.1109991	1.0555540	0.1720205	0.8297735	0.9738949	0.0659400	0.9226471	0.6801102	0.9142501	1.0014824	0.4417468	1.0672138	1.0093611	0.4970298	0.8695055	0.7471302	0.1866612	0.4411998	1.0120780	1.0102512	0.8509052	0.6075018	1.0388601	0.0564631	0.0968410	1.0669084	0.9635889	0.9333195	0.0233180	0.4848888	0.1095119	0.2899631	0.7265149	0.8708212	0.8837115	0.6875959	1.0243817	0.6045751	0.5276699	1.0429372	0.4093106	0.6823991	0.7525916	0.0953633	0.9403037	0.6782573	0.7370789	0.9740752	0.2553121	0.9240267
800	0.1022276	1.0353263	0.1726906	0.9892453	0.9980476	0.1017005	1.0277071	0.6251166	1.0289190	0.9917183	0.4820388	1.0899127	1.0111521	0.4273475	0.8357198	0.7604580	0.1245592	0.4834130	1.1494817	0.9310932	0.9158046	0.6728664	1.0328445	0.0463449	0.1083726	0.9848792	0.9904082	0.8688918	0.0256100	0.4163683	0.1220777	0.3493078	0.6752739	0.8798596	0.9620035	0.6717725	0.9402169	0.5658303	0.4017935	0.9796864	0.3741324	0.6645518	0.7336176	0.0556171	0.9055992	0.6037774	0.7393037	0.9605531	0.3263855	0.8916879
850	0.1165907	0.9435770	0.1839475	0.9790304	0.9701551	0.1118264	1.0798893	0.7490878	1.0032681	0.9669826	0.4290539	1.0357349	0.9617602	0.4216729	0.8491568	0.7846432	0.2027225	0.4588812	1.0427128	0.9735566	0.9016402	0.6447204	0.8834536	0.0429739	0.0853647	0.9946681	0.8884413	0.8523438	0.0287086	0.4705175	0.1328368	0.3813658	0.6845241	0.8416080	0.9697309	0.7147825	0.9516636	0.5821155	0.4542790	1.0019353	0.4097723	0.7555865	0.7973135	0.0467047	0.9361574	0.4970159	0.7614953	0.9537770	0.3399181	0.9253460
900	0.0837277	1.0067923	0.1499227	0.9879199	0.9372559	0.0847071	0.9743235	0.6857947	1.0105701	0.9231365	0.4766281	1.0239239	1.0027209	0.4281715	0.8473932	0.7719465	0.1798863	0.4573391	0.9903649	0.9988206	0.9057593	0.5900474	0.8835038	0.0472614	0.0793267	0.9614816	0.9199025	0.9409147	0.0339434	0.4227670	0.1059184	0.3639849	0.7427440	0.8580753	1.0064816	0.6719314	0.9267522	0.5846585	0.4971573	1.0313060	0.3927933	0.7568096	0.7842779	0.0366079	0.9222781	0.6232841	0.7726671	0.8756536	0.3823968	0.9169066
950	0.1199914	0.9691919	0.1672488	0.8977945	0.9417199	0.0693182	1.0060572	0.6636338	1.0331027	0.8863335	0.4514991	0.9593458	0.9214981	0.3924225	1.0277862	0.8008344	0.1669091	0.4543697	0.9111937	0.9595403	0.8801857	0.5533581	0.9498703	0.0513267	0.0860835	1.0724300	0.9873017	0.9826531	0.0301973	0.3768460	0.0995408	0.2960528	0.7203958	0.9079202	1.0287803	0.7071031	0.9581828	0.5570071	0.5041664	1.0357665	0.4135985	0.8238545	0.7434683	0.0566453	0.8628716	0.6011358	0.7266127	0.9258123	0.3363704	0.9531281
1000	0.0858915	0.9444816	0.1754214	0.9533722	0.9365120	0.0836485	0.9400018	0.6282677	0.9331513	0.8849021	0.4682826	0.8632947	0.8677898	0.4524699	0.9855961	0.7066477	0.1059944	0.4847113	0.9439039	0.9586089	0.9881601	0.5523307	0.9688322	0.0310319	0.0518210	1.0955087	0.9226260	0.9590639	0.0260084	0.3862980	0.1017241	0.3171622	0.7139308	0.8856487	1.0210978	0.7330005	0.9973859	0.5558026	0.4800567	0.9825062	0.4019802	0.8364646	0.7942112	0.0483061	0.8742582	0.6031399	0.7016001	0.8623324	0.3623555	0.8625107

0	0.1114714	0.9603664	0.1419447	0.8922141	1.0628798	0.0649773	0.9325763	0.7862507	0.9200390	1.0608927	0.5951957	0.9892164	0.9854048	0.3517046	0.5790233	0.8045548	0.0806735	0.5045607	0.9536133	0.9971581	1.0142094	0.6479126	0.9180047	0.0639307	0.1625609	1.0081432	0.9841762	0.9993590	0.0535949	0.3841819	0.0792137	0.3734518	0.6323887	0.7945144	1.0558147	0.7631670	0.9507313	0.5818947	0.5124507	1.0083705	0.3853041	0.7626434	0.7736082	0.0875995	1.0035152	0.6493233	0.7998206	0.8143964	0.2969910	0.8998032
50	0.0706344	0.6223567	0.1585755	1.0988252	0.7047198	0.1440984	0.9243318	0.7304045	0.8502613	1.0228281	0.4247346	1.0838688	0.9005433	0.2960408	0.9435747	0.8327941	0.5881856	0.4989382	0.9112558	0.9437792	0.8775442	0.5963406	1.0948439	0.0478304	0.0604759	1.0435791	0.8380793	1.0316135	0.0436888	0.4480138	0.0934541	0.5064473	0.7480103	0.7528636	1.0814443	0.7544597	1.0341474	0.6091508	0.3175038	1.0259156	0.2811331	0.8033683	0.8764510	0.0780470	0.8869618	0.6230231	0.7954741	0.9112924	0.3493860	0.8268767
100	0.0428821	0.2329800	0.1170953	1.0553033	0.3742170	0.0769160	0.8348939	0.6747090	0.9527326	0.9547512	0.4345245	0.9767919	0.7432522	0.4739994	0.9154746	0.8497886	0.8116021	0.3802122	0.7538837	1.0034886	0.8425328	0.5182277	1.0598523	0.0399912	0.0581716	0.9628827	0.6373224	0.9431599	0.0386017	0.5465744	0.1243865	0.6564809	0.8510518	0.8649071	1.0077880	0.7548251	1.0439544	0.6267301	0.2517747	1.0073595	0.1569806	0.8088203	0.9040890	0.0758243	0.8498688	0.6144747	0.7924678	0.9641972	0.3279005	0.9314410
150	0.0389286	0.0802280	0.1198016	1.0446564	0.1697037	0.0252437	0.8714297	0.6289113	0.9230369	1.0552469	0.7085514	0.9288266	0.7458313	0.4804448	0.9953524	0.6987886	0.9049788	0.3597917	0.7130973	1.0433160	0.8734452	0.5900394	1.0425478	0.0252666	0.1204482	1.0464597	0.3979664	0.9953677	0.0208110	0.7833676	0.2160691	0.6608776	0.9237367	0.8917402	0.7269442	0.6906589	1.0264034	0.5467774	0.2639374	0.9971208	0.1371893	0.6165860	0.7372997	0.1571292	0.8995593	0.6394982	0.7575985	1.0435943	0.2092893	1.0048375
200	0.0669868	0.0516208	0.1238877	0.9919964	0.0770455	0.0139012	0.8307639	0.5793546	0.8860064	0.9679055	0.8610832	0.8805929	0.7186166	0.6074199	0.8142058	0.6591859	0.8436688	0.4018110	0.6934138	1.0302152	0.8423428	0.6753063	0.9951576	0.0237708	0.3053814	1.0008781	0.2635671	0.9636531	0.0173138	0.9041710	0.4613911	0.6853153	1.0692625	0.8176791	0.3432601	0.7764932	1.0581697	0.6310370	0.2652139	0.9448528	0.1427465	0.5282698	0.7207556	0.3886691	0.9137314	0.6388442	0.7017331	1.0457085	0.2356658	1.0399014
250	0.0610256	0.0366422	0.1173101	0.9794421	0.0448618	0.0133224	0.9432505	0.5794965	1.0006933	0.9617463	0.8990481	0.9079717	0.6697197	0.7977914	0.7731976	0.6216941	0.9548781	0.3857111	0.6411294	0.9846520	0.9518285	0.6544743	1.0263255	0.0244227	0.4739168	1.0345120	0.1917177	0.9611229	0.0233610	0.9261974	0.6780932	0.6704983	0.9757457	0.7004304	0.1836724	0.7369719	1.0279759	0.5962923	0.2061752	0.8941935	0.1704074	0.5291457	0.6929883	0.5782960	1.0102815	0.5592178	0.7407168	0.9903448	0.2060442	0.9430740
300	0.0944388	0.0320242	0.0977406	1.0956930	0.0202918	0.0361091	0.9141145	0.5729538	1.0272822	0.9956126	0.9594753	0.9385171	0.6401059	0.9015133	0.6589911	0.6498020	0.9350511	0.4532615	0.6145722	1.0246110	0.8838532	0.7192523	1.1096619	0.0414657	0.5760063	1.0957238	0.1244961	0.8845558	0.0251574	1.0954363	0.8193299	0.6554173	0.8977502	0.6498864	0.0801257	0.6298737	0.9353112	0.5360745	0.2348340	0.8481781	0.1474853	0.5476661	0.7070030	0.7834289	1.0644615	0.5733420	0.6851870	1.0167575	0.2639923	0.9440453
350	0.1156417	0.0339188	0.1009302	1.0410907	0.0163841	0.0659867	0.8793949	0.6765627	1.0887774	1.0293944	0.7198006	0.9297568	0.7052208	0.7566291	0.7127280	0.7508025	0.8562767	0.4051715	0.6807368	1.0013924	0.7840275	0.5979519	1.1326372	0.0692345	0.4340340	1.0958484	0.1528992	0.9023876	0.0306244	1.1201347	0.8639748	0.7474297	1.0722437	0.7049095	0.0596372	0.6626510	0.9713843	0.6256474	0.1911142	0.8586795	0.1018225	0.4538058	0.7056989	0.9920075	0.9873856	0.7032217	0.6645514	0.9612621	0.2666382	0.9910086
400	0.1090566	0.0231268	0.1189515	1.0260713	0.0242402	0.1314854	0.8816079	0.6174787	0.9410838	1.0262035	0.5159837	1.0136163	0.6907316	0.8609366	0.8529481	0.7806437	0.8344951	0.5408225	0.6642691	1.0576932	0.8693915	0.6664490	1.0536495	0.0713051	0.1960217	1.0887349	0.1444255	0.9947905	0.0098371	1.0771892	0.8930406	0.7425954	1.0054285	0.7768645	0.0463824	0.5953715	0.9635578	0.6008292	0.2064415	0.8531330	0.1137673	0.4625951	0.7221778	1.0413913	0.9716460	0.6421760	0.6368972	0.9799444	0.3376188	0.8847369
450	0.1778087	0.0168006	0.1229613	0.9695766	0.0187545	0.1581962	0.9233309	0.6010785	0.8802326	0.9494675	0.4717928	0.9223818	0.6834749	0.7445218	0.8668115	0.7662924	0.7384038	0.4826432	0.6968573	0.9662771	0.9478435	0.7117506	1.0392575	0.0450876	0.1178499	1.0182014	0.1572389	1.1030742	0.0198457	1.0269175	0.9524480	0.8191544	0.9909806	0.7761005	0.0439528	0.6245474	0.8937051	0.5153248	0.2533831	0.9390427	0.1323149	0.5106805	0.7440876	0.9543385	0.9314261	0.6894157	0.5531153	0.9366678	0.3184605	0.8308552
500	0.0899587	0.0284561	0.1230452	1.0031672	0.0412896	0.2925815	0.8513843	0.6451309	0.9454074	0.9693920	0.3984035	0.9867390	0.5006510	0.7792436	0.9526216	0.6979038	0.9173676	0.4747279	0.6651105	0.9004240	0.8399625	0.5997313	1.0068885	0.0796161	0.0698739	1.0336580	0.1336390	1.0557448	0.0060275	0.9969513	0.9538267	0.7553912	0.9994801	0.8176656	0.0436538	0.6279068	0.8290400	0.5366728	0.2423254	0.9180212	0.1568418	0.4456272	0.6939184	0.9181196	0.8995375	0.6025578	0.5960494	0.9873997	0.4081303	0.8825868
550	0.2785314	0.4725556	0.1144891	1.0288276	0.3623225	0.3717566	0.8300785	0.6222655	0.9712520	0.9178077	0.4498987	0.9854634	0.3849529	0.7622888	0.9095956	0.7728866	0.6990945	0.4802310	0.7935995	0.8346259	0.9441752	0.6079146	1.0279471	0.1492564	0.0644383	1.0067459	0.2749094	1.0882929	0.0152168	1.0894790	0.9007855	0.5833171	0.9484661	0.8274224	0.1338694	0.6542205	0.8736689	0.5238580	0.3351384	0.8240674	0.2603091	0.4308413	0.6853804	0.9960596	0.7257126	0.6166489	0.6246514	0.9288748	0.5350778	0.8344267
600	0.1851008	0.7405660	0.0986509	0.9833093	0.7560629	0.5730085	0.7787458	0.7333417	0.8593783	0.9296206	0.4244791	1.0134809	0.2246096	0.7865801	0.9374164	0.6145658	0.8271121	0.5491328	0.8808516	0.6393320	0.9082904	0.4187027	0.9809334	0.1633704	0.0557912	1.0231852	0.5172302	1.0325619	0.0233015	0.9559253	0.5941557	0.3972847	0.8519290	0.7796854	0.5396215	0.7230142	0.9200369	0.5219616	0.4607706	0.8085449	0.3375234	0.4495208	0.6704746	0.7488386	0.5468171	0.6397627	0.6632670	0.8696633	0.5765357	0.7539333
650	0.1258278	0.8868316	0.1445289	0.9788009	0.9375685	0.5934401	0.7419242	0.7667444	0.6462373	1.0397899	0.4101692	1.0487013	0.1588096	0.6313660	0.9214418	0.7619224	0.8629839	0.6118684	0.9215837	0.5554343	0.8845510	0.3587166	1.0397108	0.1472154	0.0359635	1.0477264	0.6769237	0.9786093	0.0266359	0.8102833	0.3334600	0.3873313	0.8712222	0.7069143	0.9506326	0.7377282	1.0008568	0.5290578	0.6032058	0.8618538	0.3876307	0.6173773	0.7617810	0.4584633	0.5003653	0.6220952	0.7335539	0.8795585	0.5846936	0.7870653
700	0.1261932	0.9370668	0.1397464	1.0186834	0.9531306	0.3854369	0.8168437	0.8160484	0.6683873	1.0150512	0.4504944	0.9712436	0.0720272	0.4763531	0.9837282	0.7737498	1.0072431	0.5970021	0.9212499	0.5446982	0.8373094	0.3333658	1.0000534	0.0999979	0.0170699	1.0119284	0.8734654	1.0117878	0.0219244	0.6399170	0.1941243	0.3851123	0.7927369	0.7622990	1.0926385	0.7856023	0.9959719	0.5818726	0.6484887	0.9599389	0.2911059	0.6784044	0.7941402	0.2552665	0.5107866	0.6213848	0.6956689	0.9313907	0.4592117	0.8435143
750	0.1148713	0.9637574	0.1604477	1.1214024	0.9566436	0.2143706	0.8269568	0.7603103	0.7818312	1.0281254	0.5278438	0.9842393	0.1012094	0.3808570	1.0366873	0.7700493	0.7195952	0.5463586	0.9760971	0.4566691	0.8052489	0.3336061	1.0165119	0.0522052	0.0334016	0.9270661	0.9303517	1.0044527	0.0139149	0.5835020	0.1395902	0.4147067	0.7593955	0.9073626	1.0632876	0.7008290	0.9093582	0.6044200	0.5465836	0.9842054	0.2957882	0.6862710	0.7991094	0.1715145	0.5170503	0.5508521	0.7599210	0.9565392	0.3912541	0.8725578
800	0.0761595	0.9576679	0.1339439	1.0723644	0.9530023	0.1160962	0.9275396	0.7333406	0.7925973	1.1178534	0.4742282	0.9946555	0.3909355	0.3934956	1.0295859	0.7604379	0.5751632	0.4598074	1.0289778	0.5872088	0.9322279	0.4485276	1.0331136	0.0551153	0.0446837	1.0099140	0.8840529	0.9402926	0.0230185	0.5273357	0.1149685	0.4516714	0.7051914	0.8433247	1.0289614	0.6823571	0.9672696	0.6153889	0.5774101	0.9696192	0.4522676	0.6695404	0.8293958	0.0971161	0.5364289	0.5381660	0.8018395	0.9360427	0.4120889	0.9226855
850	0.1064885	0.9926427	0.1501974	1.0260625	1.0350860	0.0816577	0.9347581	0.7740500	0.8102483	1.0560956	0.4707220	1.0118319	0.6819792	0.4576520	1.0240098	0.6869381	0.3003509	0.4635865	1.0398923	0.7090732	1.0110444	0.5745956	1.0396759	0.0385095	0.0353468	0.9106066	0.9267485	0.9358600	0.0284237	0.5558817	0.0949792	0.4314234	0.8203392	0.9254550	0.9680108	0.7393632	0.9168009	0.5853197	0.5188440	1.0024355	0.4149366	0.7304370	0.7561328	0.0877444	0.6553171	0.5207254	0.6568589	0.9962481	0.3322689	0.9891830
900	0.1129483	1.0331036	0.1224035	1.0613584	1.0532402	0.0811329	1.0369626	0.6854719	0.8839665	1.0540231	0.5576459	0.9953874	0.9062754	0.3816468	1.1126097	0.6688382	0.1416910	0.4476588	1.0301549	0.8993540	1.0164894	0.5544533	1.1033658	0.0641288	0.0470585	0.9077279	0.8408448	0.9154623	0.0140815	0.4460621	0.0798510	0.3959953	0.7611967	0.7951480	0.8921642	0.7819683	0.9990873	0.5180641	0.4685040	1.0061104	0.3827705	0.7230076	0.8492727	0.0691612	0.8228040	0.5726736	0.7063842	0.9793800	0.2847338	0.9765266
950	0.0788050	1.0167048	0.1268566	1.1425424	0.9764175	0.1496316	0.9464147	0.7198986	0.9095786	1.0081710	0.5391983	0.8985722	0.9366762	0.4125055	0.9801190	0.6194609	0.1358049	0.4399202	0.9446530	0.8581706	0.9395095	0.5527026	0.9701015	0.0552911	0.0447480	0.9708458	0.8052816	0.9698362	0.0116753	0.4166845	0.0777317	0.3646642	0.7587774	0.8414710	1.1638200	0.6683115	0.9681332	0.5714686	0.5225356	1.0296914	0.3417434	0.7713451	0.8028312	0.0828763	0.8768438	0.6229746	0.7318598	0.9935114	0.2976885	1.0269735
1000	0.0935424	0.9727160	0.1214413	1.0986963	0.9232118	0.1119991	1.0115820	0.7195859	0.8709046	1.0033518	0.4434695	1.0125816	0.8609826	0.3726776	0.9639215	0.6451929	0.2033413	0.4051176	0.9042412	0.9457131	0.8437191	0.5512276	0.9507156	0.0455225	0.0393983	1.0020907	0.8899616	0.9385562	0.0184604	0.3609626	0.0961126	0.3675955	0.7266673	0.9291846	1.1063688	0.6451533	0.9739539	0.5659479	0.5505108	0.9995885	0.3374397	0.7665366	0.6636398	0.0752558	0.8342817	0.6154631	0.7606820	0.8477592	0.2864563	0.9379881

0	0.1114714	0.9603664	0.1419447	0.8922141	1.0628798	0.0649773	0.9325763	0.7862507	0.9200390	1.0608927	0.5951957	0.9892164	0.9854048	0.3517046	0.5790233	0.8045548	0.0806735	0.5045607	0.9536133	0.9971581	1.0142094	0.6479126	0.9180047	0.0639307	0.1625609	1.0081432	0.9841762	0.9993590	0.0535949	0.3841819	0.0792137	0.3734518	0.6323887	0.7945144	1.0558147	0.7631670	0.9507313	0.5818947	0.5124507	1.0083705	0.3853041	0.7626434	0.7736082	0.0875995	1.0035152	0.6493233	0.7998206	0.8143964	0.2969910	0.8998032
50	0.0599199	1.0188466	0.1959649	0.6968850	0.7685616	0.0712322	0.7550473	0.6311860	0.9634465	1.0109324	0.6611826	1.0568436	0.8864155	0.4478206	0.6785776	0.6639742	0.0947402	0.6207869	1.0106758	1.0091133	0.9018206	0.6602293	1.0516338	0.2709262	0.1256840	1.0793406	1.0088951	0.8278795	0.2179252	0.4716785	0.2892833	0.3665018	0.5670828	0.9362921	0.9883691	0.7748994	0.8899634	0.5344934	0.5049017	0.9811211	0.3518513	0.8276694	0.8193440	0.0580151	0.9207038	0.5297819	0.8183723	0.8691308	0.3786349	0.5766633
