"Time"	YBR297W	YMR021C	YPL177C	YMR042W	YML099C	YIL101C	YJR147W	YGR249W	YER045C	YHL027W	YER190W	YPL265W	YER189W	YBR086C	YOL157C	YJR054W	YCR021C	YMR172CA	YJR094C	YIR020C	YMR173W	YKR042W	YDL246C	YBR298C	YJL221C	YDL245C	YPL198W	YPL078C	YJL219W	YMR319C	YFL023W	YOR258W	YJR101W	YHL029C	YHR193C	YPR197C	YFR005C	YCR107W	YBL043W	YPR123C	YOR280C	YFL024C	YCR105W	YAR050W	YMR135WA	YBL029W	YHR194W	YPL111W	YFL066C	YDR276C
450	0.0865671	1.0000000	0.0933988	0.6684113	1.0000000	0.0448761	0.9993522	0.6750422	0.9975728	1.0000000	0.1285032	0.9969116	0.1881838	0.4216834	0.4861690	0.7356653	0.0498613	0.4543516	0.9765621	0.9987317	0.9152931	0.6184291	0.9999676	0.0412435	0.1808431	0.5526734	0.8466365	0.9872959	0.0284831	0.4222235	0.5721409	0.3352477	0.8261480	0.9606481	0.9999653	0.6617000	0.3148269	0.5893942	0.5156055	0.9997481	0.2985130	0.6729172	0.5365595	0.0031025	0.9764586	0.6590476	0.7810867	0.9999838	0.2988307	0.8797247
500	0.0865671	1.0000000	0.0935372	0.6684005	1.0000000	0.0448789	0.9993521	0.6750439	0.9975748	1.0000000	0.1284557	0.9969047	0.1877967	0.4216874	0.4862005	0.7356640	0.0498662	0.4543516	0.9765621	0.9986934	0.9152931	0.6184288	0.9999665	0.0412435	0.1808176	0.5522108	0.8466196	0.9872975	0.0284835	0.4222235	0.5722941	0.3352442	0.8250545	0.9606591	0.9999653	0.6616978	0.3144975	0.5893942	0.5154412	0.9997481	0.2984911	0.6723023	0.5365504	0.0030044	0.9764575	0.6587846	0.7810867	0.9999839	0.2988307	0.8797243
550	0.0865671	1.0000000	0.1414056	0.8044817	1.0000000	0.0449200	0.9993519	0.6750463	0.9955956	1.0000000	0.4613361	0.9971157	0.4327557	0.4216879	0.4862696	0.7356639	0.0498728	0.4543517	0.9765620	0.9982653	0.9152931	0.6184284	0.9999429	0.0412435	0.1807852	0.6786947	0.8699677	0.9872928	0.0274366	0.4222235	0.4159003	0.3352437	0.8133818	0.8954000	0.9999617	0.6616976	0.5141559	0.5893942	0.5131870	0.9997481	0.3348211	0.6765994	0.6412811	0.0152671	0.9764539	0.6555086	0.7810867	0.9598634	0.2988307	0.8914846
600	0.0865671	1.0000000	0.1719381	0.9240474	1.0000000	0.0452073	0.9993502	0.6750712	0.9934095	1.0000000	0.6576335	0.9978769	0.7099932	0.4216850	0.4869988	0.7356652	0.0499602	0.4543526	0.9765617	0.9946709	0.9152930	0.6184241	0.9996461	0.0412435	0.1804395	0.8253076	0.8947918	0.9872603	0.0263530	0.4222235	0.2461192	0.3352461	0.7667349	0.8450020	0.9999584	0.6616996	0.7326595	0.5893943	0.5029787	0.9997481	0.3727253	0.6998007	0.7268107	0.0322693	0.9764149	0.6351822	0.7810867	0.9353135	0.2988307	0.9009851
650	0.0865671	1.0000000	0.1717297	0.9744884	1.0000000	0.0455751	0.9993438	0.6751615	0.9921942	1.0000000	0.7179936	0.9985636	0.8676226	0.4216636	0.4897940	0.7356740	0.0502356	0.4543558	0.9765602	0.9891011	0.9152928	0.6184081	0.9991029	0.0412435	0.1792211	0.9125072	0.9078084	0.9872092	0.0258014	0.4222235	0.1541803	0.3352637	0.7253890	0.8271422	0.9999569	0.6617139	0.8498126	0.5893944	0.4934316	0.9997481	0.3923364	0.7299474	0.7605986	0.0442520	0.9762616	0.6105791	0.7810867	0.9283318	0.2988307	0.9046248
700	0.0865671	1.0000000	0.1636566	0.9920464	1.0000000	0.0457293	0.9993347	0.6752861	0.9916205	1.0000000	0.7331656	0.9989632	0.9427980	0.4216024	0.4939875	0.7356989	0.0505447	0.4543603	0.9765583	0.9859400	0.9152925	0.6183854	0.9988190	0.0412435	0.1776055	0.9570984	0.9135336	0.9871611	0.0255688	0.4222235	0.1125214	0.3353145	0.7094097	0.8224935	0.9999564	0.6617540	0.9039876	0.5893945	0.4900812	0.9997481	0.4007999	0.7539975	0.7718498	0.0512636	0.9760232	0.5992021	0.7810867	0.9266698	0.2988307	0.9057728
750	0.0865671	1.0000000	0.1570415	0.9976301	1.0000000	0.0456993	0.9993279	0.6753746	0.9913693	1.0000000	0.7366955	0.9991551	0.9759893	0.4215115	0.4973832	0.7357352	0.0506991	0.4543636	0.9765568	0.9856707	0.9152923	0.6183688	0.9988471	0.0412435	0.1765167	0.9787522	0.9158986	0.9871259	0.0254789	0.4222235	0.0950782	0.3353906	0.7102960	0.8215435	0.9999562	0.6618128	0.9290538	0.5893947	0.4908223	0.9997481	0.4041535	0.7692524	0.7753841	0.0550178	0.9758214	0.5993898	0.7810867	0.9263022	0.2988307	0.9061032
800	0.0865671	1.0000000	0.1531870	0.9993149	1.0000000	0.0456111	0.9993254	0.6754039	0.9912674	1.0000000	0.7382707	0.9992380	0.9900602	0.4214276	0.4989212	0.7357678	0.0506985	0.4543648	0.9765563	0.9867394	0.9152922	0.6183630	0.9989953	0.0412435	0.1762061	0.9890683	0.9168528	0.9871037	0.0254458	0.4222235	0.0880765	0.3354616	0.7166641	0.8212263	0.9999561	0.6618660	0.9412578	0.5893947	0.4926935	0.9997481	0.4054160	0.7777373	0.7764840	0.0569256	0.9757227	0.6039451	0.7810867	0.9262238	0.2988307	0.9061934
850	0.0865671	1.0000000	0.1512614	0.9998062	1.0000000	0.0455337	0.9993260	0.6753929	0.9912309	1.0000000	0.7396741	0.9992714	0.9958872	0.4213771	0.4989553	0.7357866	0.0506295	0.4543644	0.9765565	0.9879670	0.9152922	0.6183649	0.9991378	0.0412435	0.1763898	0.9939466	0.9172348	0.9870910	0.0254341	0.4222235	0.0853347	0.3355050	0.7226342	0.8209194	0.9999561	0.6618970	0.9474608	0.5893947	0.4942812	0.9997481	0.4058781	0.7820734	0.7768228	0.0578624	0.9757130	0.6085367	0.7810867	0.9262074	0.2988307	0.9062171
900	0.0865671	1.0000000	0.1503821	0.9999460	1.0000000	0.0454832	0.9993279	0.6753675	0.9912207	1.0000000	0.7408654	0.9992842	0.9982665	0.4213620	0.4982744	0.7357915	0.0505567	0.4543635	0.9765569	0.9889006	0.9152923	0.6183696	0.9992374	0.0412435	0.1767304	0.9962457	0.9173875	0.9870843	0.0254300	0.4222235	0.0842775	0.3355185	0.7266331	0.8206258	0.9999561	0.6619053	0.9506583	0.5893947	0.4952910	0.9997481	0.4060486	0.7841626	0.7769156	0.0583114	0.9757487	0.6118125	0.7810867	0.9262041	0.2988307	0.9062232
950	0.0865671	1.0000000	0.1500036	0.9999852	1.0000000	0.0454549	0.9993297	0.6753433	0.9912198	1.0000000	0.7417153	0.9992890	0.9992296	0.4213698	0.4974669	0.7357878	0.0505038	0.4543626	0.9765573	0.9894925	0.9152923	0.6183742	0.9992971	0.0412435	0.1770376	0.9973268	0.9174488	0.9870810	0.0254286	0.4222235	0.0838737	0.3355124	0.7289012	0.8204014	0.9999561	0.6618995	0.9522903	0.5893947	0.4958441	0.9997481	0.4061159	0.7851271	0.7769277	0.0585227	0.9757950	0.6138026	0.7810867	0.9262034	0.2988307	0.9062248
1000	0.0865671	1.0000000	0.1498473	0.9999960	1.0000000	0.0454404	0.9993310	0.6753258	0.9912213	1.0000000	0.7422440	0.9992907	0.9996173	0.4213866	0.4968050	0.7357808	0.0504718	0.4543619	0.9765575	0.9898294	0.9152924	0.6183775	0.9993297	0.0412435	0.1772531	0.9978339	0.9174734	0.9870795	0.0254281	0.4222235	0.0837206	0.3354984	0.7300605	0.8202561	0.9999561	0.6618883	0.9531045	0.5893946	0.4961195	0.9997481	0.4061460	0.7855581	0.7769165	0.0586208	0.9758344	0.6149004	0.7810867	0.9262032	0.2988307	0.9062251

0	0.0865671	1.0000000	0.1497450	1.0000000	1.0000000	0.0454282	0.9993325	0.6753060	0.9912224	1.0000000	0.7428094	0.9992916	0.9998608	0.4213780	0.4960283	0.7357792	0.0504392	0.4543613	0.9765578	0.9901694	0.9152921	0.6183820	0.9993615	0.0412435	0.1775082	0.9982775	0.9174900	0.9870739	0.0254279	0.4222237	0.0836278	0.3355046	0.7310425	0.8200947	0.9999561	0.6618883	0.9538402	0.5893946	0.4963460	0.9997459	0.4061497	0.7858835	0.7769055	0.0587051	0.9758625	0.6159898	0.7810866	0.9262032	0.2988310	0.9062252
50	0.0444936	0.5767534	0.1484864	1.0000000	0.6978310	0.0383057	0.9486732	0.6398499	0.9912590	1.0000000	0.7584821	0.9992524	0.9011276	0.4389364	0.5707751	0.7332539	0.5372503	0.4543538	0.8666682	0.9901848	0.9152928	0.6189779	0.9993586	0.0381072	0.1809631	0.9982793	0.7793694	0.9870766	0.0254279	0.4611193	0.0877000	0.4754753	0.7315495	0.8392283	0.9999205	0.6592046	0.9538617	0.5897389	0.3789028	0.9997858	0.3157435	0.7765340	0.7721150	0.0591297	0.9764225	0.6160467	0.7838221	0.9663099	0.2812012	0.9145355
100	0.0289562	0.2248792	0.1384387	1.0000000	0.3622269	0.0239386	0.8970140	0.6070282	0.9916086	1.0000000	0.8627324	0.9988753	0.7894433	0.5411800	0.6236190	0.7198917	0.8092448	0.4542882	0.7591225	0.9905468	0.9152968	0.6224484	0.9993530	0.0292587	0.2331008	0.9983288	0.5747091	0.9870791	0.0254278	0.6519871	0.1292644	0.6124985	0.7494971	0.8487763	0.9939999	0.6454756	0.9545914	0.5907817	0.2824903	0.9995172	0.2238242	0.7055226	0.7484801	0.0686799	0.9804351	0.6178431	0.7844440	0.9908665	0.2102437	0.9423559
150	0.0445967	0.0846492	0.1273198	1.0000000	0.1764012	0.0158818	0.8712772	0.5918409	0.9921493	1.0000000	0.9485199	0.9975131	0.7259536	0.6725967	0.6110030	0.7020325	0.8776168	0.4542016	0.7067275	0.9918181	0.9153019	0.6273539	0.9994211	0.0237887	0.3733513	0.9985101	0.3797750	0.9870864	0.0254277	0.8265384	0.2594298	0.6754997	0.8454562	0.7819183	0.7673514	0.6277171	0.9574236	0.5915526	0.2452990	0.9915678	0.1787574	0.6053383	0.7195315	0.1553705	0.9867066	0.6240978	0.7333125	0.9978542	0.1544011	0.9595882
200	0.0760913	0.0382735	0.1235076	1.0000000	0.0906253	0.0143274	0.8606877	0.5859106	0.9925712	1.0000000	0.9805202	0.9937422	0.6956761	0.7626489	0.5834486	0.6878923	0.8916934	0.4541444	0.6851448	0.9934144	0.9153054	0.6314054	0.9995361	0.0246880	0.5370161	0.9987451	0.2455762	0.9870986	0.0254276	0.9215303	0.4642146	0.6983466	0.9358051	0.6866137	0.3827122	0.6140002	0.9612689	0.5916408	0.2339720	0.9563540	0.1608044	0.5335859	0.6985302	0.3869409	0.9918918	0.6315972	0.6656685	0.9995179	0.1638079	0.9520616
250	0.1029973	0.0241750	0.1238362	1.0000000	0.0541759	0.0291140	0.8566918	0.5847804	0.9927690	1.0000000	0.9835113	0.9853864	0.6823078	0.8089511	0.5683183	0.6793635	0.8944285	0.4541212	0.6768414	0.9945717	0.9153069	0.6339428	0.9996274	0.0330456	0.5862491	0.9989211	0.1746898	0.9871120	0.0254276	0.9658107	0.6522835	0.7054803	0.9775602	0.6040116	0.1766554	0.6058837	0.9641487	0.5907542	0.2309035	0.9150727	0.1543775	0.4938383	0.6869228	0.6279139	0.9941467	0.6365919	0.6217568	0.9998855	0.2252996	0.9264985
300	0.1180814	0.0200834	0.1249735	1.0000000	0.0393799	0.0728515	0.8550578	0.5897466	0.9922799	1.0000000	0.8464960	0.9717842	0.6765834	0.8284929	0.6201971	0.6755432	0.8962564	0.4542164	0.6737022	0.9951308	0.9153015	0.6347755	0.9997031	0.0455995	0.4130746	0.9990131	0.1424210	0.9871213	0.0254277	0.9853343	0.7755930	0.7077029	0.9927894	0.6480102	0.0947084	0.6025240	0.9655510	0.5890782	0.2300188	0.8855409	0.1520790	0.4742458	0.6825227	0.7956579	0.9882146	0.6387467	0.5996708	0.9999638	0.2956880	0.8989445
350	0.1248569	0.0189292	0.1258190	1.0000000	0.0335396	0.1286170	0.8532632	0.6024926	0.9889764	1.0000000	0.6064111	0.9561344	0.6717667	0.8317688	0.7552838	0.6759620	0.9033575	0.4551243	0.6722435	0.9944995	0.9152335	0.6312502	0.9997907	0.0569227	0.2188023	0.9990468	0.1289014	0.9871121	0.0254283	0.9937511	0.8425919	0.7094745	0.9977880	0.7241826	0.0657371	0.6039859	0.9659463	0.5873216	0.2296773	0.8680063	0.1506929	0.4651923	0.6853143	0.8941745	0.9584520	0.6392245	0.5897032	0.9999801	0.3487264	0.8790944
400	0.1275575	0.0186095	0.1262858	1.0000000	0.0312758	0.1735298	0.8495684	0.6190929	0.9805068	1.0000000	0.5034165	0.9428685	0.6498407	0.8231481	0.8694594	0.6801190	0.9169740	0.4581779	0.6709187	0.9870072	0.9149608	0.6189016	0.9998672	0.0645026	0.1110583	0.9990519	0.1235122	0.9870409	0.0254297	0.9973451	0.8753448	0.7125322	0.9993362	0.7582316	0.0561061	0.6103425	0.9658946	0.5860127	0.2295570	0.8585127	0.1489242	0.4611757	0.6960184	0.9471838	0.8999266	0.6390514	0.5854339	0.9999834	0.3808443	0.8677396
450	0.1285607	0.0185221	0.1265098	1.0000000	0.0304091	0.2012818	0.8441872	0.6341718	0.9681752	1.0000000	0.4694824	0.9339299	0.5926498	0.8068549	0.9359487	0.6862319	0.9305018	0.4634063	0.6693724	0.9639440	0.9144314	0.5993129	0.9999177	0.0686958	0.0642512	0.9990474	0.1214317	0.9868520	0.0254317	0.9988734	0.8903861	0.7168130	0.9997988	0.7681293	0.0530207	0.6197887	0.9657286	0.5852463	0.2296472	0.8536454	0.1466593	0.4594429	0.7114596	0.9742484	0.8327299	0.6387558	0.5836544	0.9999841	0.3978266	0.8621385
500	0.1289169	0.0184983	0.1266090	1.0000000	0.0300800	0.2158387	0.8387305	0.6452206	0.9557567	1.0000000	0.4587636	0.9288022	0.5167364	0.7881951	0.9692460	0.6922001	0.9396772	0.4691407	0.6678846	0.9287760	0.9137931	0.5793475	0.9999462	0.0707357	0.0458821	0.9990415	0.1206460	0.9865333	0.0254336	0.9995221	0.8970274	0.7213646	0.9999337	0.7702107	0.0520556	0.6295821	0.9655818	0.5848763	0.2298858	0.8512381	0.1443269	0.4587104	0.7269021	0.9875944	0.7763533	0.6385204	0.5829234	0.9999842	0.4060120	0.8596427
550	0.3009531	0.4417386	0.1223761	1.0000000	0.3321248	0.3576345	0.8805870	0.6917618	0.9406660	1.0000000	0.4183504	0.9447257	0.4334222	0.7638391	0.9840853	0.6996509	0.7377705	0.4777272	0.7756481	0.8714019	0.9127121	0.5537466	0.9999625	0.1203906	0.0384815	0.9990412	0.2712457	0.9861302	0.0254359	0.9977602	0.8519861	0.5827389	0.9739095	0.7328912	0.0961028	0.6406558	0.9655678	0.5759753	0.3504395	0.7823101	0.2341329	0.4586296	0.7086203	0.9666142	0.6951826	0.6385518	0.5780401	0.8783348	0.4677606	0.8133832
600	0.1980795	0.7936110	0.1102300	1.0000000	0.6676823	0.5432487	0.8897634	0.7479617	0.8816359	1.0000000	0.3849023	0.9728616	0.2639496	0.6879150	0.9917499	0.7160957	0.7898796	0.5253173	0.8721416	0.7151214	0.9043584	0.4648275	0.9999774	0.1908020	0.0339188	0.9991077	0.5269562	0.9854612	0.0254455	0.9264250	0.6097784	0.4580305	0.8761128	0.6930739	0.5096811	0.6618111	0.9669406	0.5606812	0.4719900	0.8325106	0.3201187	0.4746195	0.6921687	0.7331219	0.5564023	0.6412143	0.6010818	0.8526745	0.5578711	0.7559372
650	0.1302571	0.9338406	0.1110557	1.0000000	0.8534905	0.5341387	0.8487891	0.7876196	0.7967110	1.0000000	0.4145795	0.9885308	0.1437428	0.5612612	0.9957504	0.7323416	0.8727952	0.5981045	0.9070741	0.5778084	0.8876135	0.3649289	0.9999882	0.1602802	0.0314669	0.9992341	0.7216263	0.9836161	0.0254591	0.7586541	0.3693762	0.4185646	0.8246864	0.6998495	0.8040406	0.6875711	0.9696608	0.5660065	0.5672138	0.8982765	0.3542852	0.5402649	0.7652543	0.4673795	0.5041366	0.6457680	0.6680254	0.8826753	0.5441396	0.7822504
700	0.1024764	0.9802162	0.1217884	1.0000000	0.9392599	0.3569969	0.8399189	0.8026810	0.7638963	1.0000000	0.4430581	0.9952482	0.0892603	0.4460286	0.9975402	0.7412648	0.8688354	0.6189177	0.9241526	0.5067262	0.8828007	0.3298732	0.9999931	0.1067934	0.0306587	0.9992907	0.8290763	0.9802834	0.0254636	0.6087883	0.2220158	0.4197881	0.8015256	0.7569246	0.9305007	0.7089424	0.9707600	0.5768370	0.5812763	0.9443000	0.3613853	0.6245863	0.8250707	0.2827200	0.5073045	0.6471103	0.7212911	0.9060894	0.4701009	0.8332462
750	0.0921599	0.9943146	0.1327968	1.0000000	0.9757069	0.1984983	0.8847793	0.7911751	0.8080115	1.0000000	0.4575633	0.9978353	0.1627597	0.3733997	0.9974481	0.7464902	0.7268770	0.5725458	0.9436098	0.5427271	0.8927539	0.3856801	0.9999902	0.0714438	0.0315658	0.9992159	0.8801008	0.9775921	0.0254556	0.5154685	0.1466343	0.4274936	0.7829344	0.8229811	0.9768209	0.7208956	0.9690444	0.5838418	0.5442282	0.9711888	0.3610924	0.6921101	0.8528610	0.1745601	0.5497195	0.6436676	0.7518457	0.9177429	0.3974886	0.8705782
800	0.0884863	0.9984062	0.1405208	1.0000000	0.9905019	0.1110314	0.9368128	0.7620590	0.8784115	1.0000000	0.4642335	0.9987791	0.4530789	0.3429675	0.9910766	0.7509773	0.4548273	0.5165168	0.9596726	0.7040478	0.9034546	0.4820709	0.9999652	0.0538544	0.0366008	0.9990406	0.9023703	0.9776496	0.0254442	0.4660748	0.1112811	0.4259347	0.7657637	0.8650919	0.9925317	0.7218953	0.9655926	0.5871141	0.5176915	0.9855867	0.3628057	0.7355502	0.8572446	0.1163978	0.6403479	0.6373101	0.7673421	0.9227883	0.3488800	0.8906959
850	0.0872134	0.9995604	0.1450746	1.0000000	0.9963419	0.0714480	0.9704080	0.7303475	0.9324359	1.0000000	0.4750092	0.9991134	0.7190961	0.3429823	0.9581192	0.7528841	0.2270767	0.4817396	0.9689762	0.8452709	0.9098576	0.5542642	0.9998898	0.0462001	0.0517900	0.9988329	0.9115752	0.9797198	0.0254359	0.4420881	0.0954806	0.4127172	0.7521706	0.8799050	0.9976302	0.7137465	0.9619114	0.5884786	0.5055263	0.9929094	0.3689271	0.7603222	0.8466614	0.0866813	0.7530326	0.6305968	0.7747741	0.9248540	0.3220838	0.8999547
900	0.0867815	0.9998801	0.1474998	1.0000000	0.9986055	0.0552575	0.9871972	0.7059602	0.9634786	1.0000000	0.5198796	0.9992300	0.8709582	0.3589790	0.8735462	0.7511965	0.1147688	0.4652714	0.9734024	0.9248631	0.9129575	0.5920090	0.9997627	0.0431135	0.0805528	0.9986470	0.9152357	0.9821742	0.0254315	0.4310112	0.0886248	0.3931174	0.7429345	0.8730226	0.9992392	0.7008481	0.9588980	0.5890300	0.5003878	0.9965092	0.3778740	0.7734192	0.8289711	0.0720066	0.8466135	0.6251136	0.7782339	0.9256774	0.3089696	0.9038253
950	0.0866374	0.9999675	0.1487070	1.0000000	0.9994722	0.0490183	0.9945365	0.6907789	0.9788960	1.0000000	0.5988068	0.9992703	0.9439586	0.3787346	0.7576737	0.7473580	0.0722071	0.4584575	0.9752997	0.9626687	0.9143230	0.6084262	0.9996259	0.0419282	0.1146868	0.9985065	0.9166491	0.9841364	0.0254294	0.4260522	0.0857085	0.3737426	0.7373340	0.8557521	0.9997376	0.6878344	0.9567905	0.5892508	0.4981724	0.9982368	0.3869505	0.7799922	0.8110826	0.0649337	0.9075592	0.6212919	0.7798141	0.9260004	0.3030460	0.9053423
1000	0.0865899	0.9999913	0.1492795	1.0000000	0.9998013	0.0467065	0.9975081	0.6825606	0.9859543	1.0000000	0.6673988	0.9992842	0.9763846	0.3953499	0.6539377	0.7433203	0.0576967	0.4558429	0.9760685	0.9791055	0.9148973	0.6148431	0.9995171	0.0414884	0.1426297	0.9984118	0.9171821	0.9854389	0.0254285	0.4238752	0.0844858	0.3585199	0.7342106	0.8397399	0.9998900	0.6775026	0.9554660	0.5893386	0.4971809	0.9990511	0.3943102	0.7831671	0.7970421	0.0615862	0.9420103	0.6189019	0.7805254	0.9261256	0.3005199	0.9059101

0	0.0865671	1.0000000	0.1497450	1.0000000	1.0000000	0.0454282	0.9993325	0.6753060	0.9912224	1.0000000	0.7428094	0.9992916	0.9998608	0.4213780	0.4960283	0.7357792	0.0504392	0.4543613	0.9765578	0.9901694	0.9152921	0.6183820	0.9993615	0.0412435	0.1775082	0.9982775	0.9174900	0.9870739	0.0254279	0.4222237	0.0836278	0.3355046	0.7310425	0.8200947	0.9999561	0.6618883	0.9538402	0.5893946	0.4963460	0.9997459	0.4061497	0.7858835	0.7769055	0.0587051	0.9758625	0.6159898	0.7810866	0.9262032	0.2988310	0.9062252
50	0.0865671	1.0000000	0.1561637	0.6693911	0.8504759	0.0454332	0.7469751	0.6790717	0.9912243	1.0000000	0.7428249	0.9990859	0.8776609	0.4275467	0.4958589	0.7314705	0.0529530	0.5931542	0.9765579	0.9901111	0.9152923	0.6968139	0.9993549	0.2504565	0.1775205	0.9982692	0.9174883	0.9870765	0.2483868	0.4222236	0.2745383	0.3356175	0.6425062	0.8836114	0.9999503	0.7421708	0.8210983	0.5893946	0.4962044	0.9997471	0.3573188	0.7739164	0.7771025	0.0462920	0.9758856	0.6156647	0.7794488	0.9237937	0.3930926	0.5910456
