"Time"	YBR297W	YMR021C	YPL177C	YMR042W	YML099C	YIL101C	YJR147W	YGR249W	YER045C	YHL027W	YER190W	YPL265W	YER189W	YBR086C	YOL157C	YJR054W	YCR021C	YMR172CA	YJR094C	YIR020C	YMR173W	YKR042W	YDL246C	YBR298C	YJL221C	YDL245C	YPL198W	YPL078C	YJL219W	YMR319C	YFL023W	YOR258W	YJR101W	YHL029C	YHR193C	YPR197C	YFR005C	YCR107W	YBL043W	YPR123C	YOR280C	YFL024C	YCR105W	YAR050W	YMR135WA	YBL029W	YHR194W	YPL111W	YFL066C	YDR276C
450	0.0885076	0.7378252	0.0693624	0.4667430	0.7152813	0.0349347	0.6318437	0.4429385	0.7943631	0.6338859	0.0981771	0.6251685	0.1708440	0.3470442	0.2879273	0.5600800	0.0561163	0.3495388	0.6632900	0.6155553	0.6339296	0.4504530	0.6041858	0.0124922	0.1777116	0.4082975	0.6695740	0.7844451	0.0408588	0.3399195	0.4451301	0.1966753	0.5149186	0.6965429	0.6954553	0.5327791	0.3022987	0.5350136	0.3904062	0.8307523	0.2323901	0.4525542	0.3413385	0.0009029	0.8300633	0.3782546	0.5850612	0.6133384	0.2089292	0.6065835
500	0.0894688	0.6678504	0.0583996	0.4555511	0.8197950	0.0401807	0.6345310	0.4717886	0.8746192	0.7122873	0.0779614	0.6707759	0.1293890	0.2979014	0.3500484	0.5123964	0.0490696	0.2941410	0.8022262	0.5826319	0.5562149	0.4286976	0.7054907	0.0387880	0.1302427	0.3169781	0.6385680	0.6783834	0.0062705	0.3374234	0.3917130	0.1597220	0.6008183	0.7336271	0.8064011	0.3881025	0.1640565	0.4220287	0.2767550	0.6678554	0.1932085	0.4854845	0.3681759	0.0001111	0.7424049	0.5755314	0.4419634	0.7699987	0.2044934	0.5809583
550	0.0986860	0.7611832	0.0675765	0.5643734	0.6763677	0.0651561	0.7936058	0.4285270	1.0005760	0.7443051	0.1931773	0.7904799	0.3151128	0.4069895	0.4752964	0.4492721	0.0385875	0.3086455	0.7243536	0.6813990	0.6207081	0.3816591	0.6733170	0.0407164	0.1315304	0.3646489	0.5980874	0.7582426	0.0134759	0.3921540	0.2858603	0.2538015	0.5299252	0.6123619	0.8581911	0.3683189	0.3769485	0.4381722	0.3622117	0.7972381	0.3333246	0.4498470	0.5151125	0.0013472	0.7366294	0.4847915	0.5165636	0.6841518	0.2253210	0.6652003
600	0.1190379	0.5842705	0.0900873	0.7984989	0.7431615	0.0768118	0.6364247	0.3682885	0.7339390	0.7091629	0.4131515	0.7913207	0.4699951	0.3866267	0.5198398	0.5393520	0.1617104	0.3434098	0.7691235	0.8161837	0.6585811	0.4220180	0.7480442	0.0447944	0.0357521	0.5830727	0.7072775	0.7806557	0.0285851	0.3282885	0.1947472	0.2200705	0.5913882	0.6262005	0.6502309	0.3751922	0.4228007	0.4101782	0.3550272	0.6221558	0.2414195	0.4065782	0.5069484	0.0141299	0.6490770	0.5453654	0.6464584	0.7709809	0.2527953	0.5552574
650	0.0654255	0.6712333	0.0822551	0.8946385	0.8114925	0.1151687	0.6282859	0.4637007	0.7429468	0.7905962	0.3601730	0.8048459	0.6401745	0.3540480	0.4793269	0.4914142	0.1855902	0.2647150	0.7010306	0.7507259	0.7940823	0.4842693	0.7450805	0.0697348	0.0435907	0.5994380	0.6481064	0.6496310	0.0037480	0.3440416	0.0977698	0.1657618	0.5527103	0.6521474	0.5944878	0.5734431	0.5629149	0.5521177	0.4422465	0.6704741	0.2946111	0.5309412	0.5189244	0.0279851	0.6782707	0.4912856	0.5800922	0.5897706	0.2280743	0.6905621
700	0.0558937	0.8348868	0.1101997	0.7456337	0.7071486	0.0882928	0.5845032	0.4765304	0.6038623	0.7409288	0.3255573	0.8581541	0.6118791	0.4391768	0.6974795	0.5244275	0.2419072	0.2840727	0.6730639	0.8456709	0.5351982	0.4072778	0.7706223	0.0383486	0.0596721	0.6405602	0.6129743	0.6285536	0.0086591	0.3535211	0.0858021	0.2124328	0.5375295	0.7210224	0.6912834	0.5115079	0.6437739	0.5342047	0.3630191	0.6986513	0.4042123	0.4267651	0.4931620	0.0433719	0.6163985	0.3583687	0.5098273	0.6684976	0.2230997	0.5950278
750	0.0870681	0.8142874	0.1287612	0.4910857	0.6244344	0.0340706	0.6642360	0.4086982	0.7210678	0.6635843	0.2944548	0.7277457	0.7092217	0.3711651	0.7360085	0.5565674	0.1157981	0.2462046	0.6958736	0.6976649	0.5752350	0.4430256	0.5876457	0.0222380	0.1311854	0.7037043	0.6144341	0.6501864	0.0133904	0.3551009	0.0787071	0.2218659	0.4779166	0.6010204	0.6081821	0.4680284	0.6884325	0.4482714	0.4110387	0.8173005	0.3421723	0.5104663	0.5831080	0.0818094	0.6783927	0.5046082	0.5399079	0.6935435	0.1958533	0.6411148
800	0.1052322	0.7924765	0.1068392	0.6858514	0.7331692	0.1011562	0.8113597	0.4424689	0.7467065	0.6964085	0.3008127	0.8339892	0.7093184	0.3165692	0.5943658	0.5087166	0.1018858	0.3496357	0.8635004	0.6844511	0.6433507	0.5238069	0.7031171	0.0598619	0.0737672	0.6649329	0.8213317	0.7720937	0.0145046	0.2501721	0.1154874	0.2351241	0.5820564	0.6140160	0.6875202	0.4245929	0.6557410	0.5049779	0.3346518	0.6248039	0.3132795	0.5014885	0.4025568	0.0351231	0.6111281	0.4736375	0.5410667	0.7166265	0.2181779	0.6411872
850	0.0678634	0.6845550	0.1573623	0.7778351	0.6845828	0.0850172	0.7783589	0.5487571	0.8207251	0.6991626	0.3217089	0.7358497	0.8034220	0.3251530	0.7369831	0.5572436	0.1171288	0.3297092	0.9087331	0.7137224	0.5882754	0.5423917	0.7065810	0.0488710	0.0703706	0.7429912	0.5211122	0.7301743	0.0371726	0.3705125	0.0780363	0.2697359	0.5258140	0.5766962	0.7728454	0.5356285	0.6047873	0.3996345	0.3292276	0.7665577	0.2657571	0.4963236	0.5577025	0.0191896	0.7989868	0.3769285	0.4915055	0.7107372	0.2542991	0.6240866
900	0.0627944	0.6540703	0.1480433	0.7863334	0.6527034	0.0863546	0.6879595	0.4949795	0.6129445	0.5883307	0.3580252	0.5601219	0.7831197	0.2676081	0.5611484	0.5157059	0.1403198	0.2997080	0.7500670	0.7340779	0.6412220	0.4062181	0.5652236	0.0357863	0.0418398	0.7051239	0.6618573	0.6754720	0.0145092	0.3070933	0.0677474	0.2625204	0.5605306	0.6738373	0.7582403	0.5163427	0.7991419	0.3585477	0.3504707	0.7083744	0.2928195	0.5114884	0.5550621	0.0569875	0.6681136	0.4580351	0.5690244	0.5964074	0.2461633	0.6682771
950	0.0719348	0.6095183	0.1015602	0.5375113	0.6570987	0.0559423	0.6858692	0.3453782	0.7640347	0.5491596	0.2703730	0.6700311	0.6125905	0.2965267	0.7664507	0.6063563	0.1001736	0.3263502	0.5166342	0.7290842	0.7005303	0.3734607	0.5516152	0.0406952	0.0799171	0.7567963	0.6206115	0.6198034	0.0174285	0.2312731	0.0857519	0.2719329	0.4883095	0.6537138	0.9049279	0.5023648	0.5794166	0.5050468	0.2545235	0.6759210	0.3766412	0.5845459	0.5070117	0.0232557	0.5996002	0.4466572	0.5420710	0.6404182	0.2133826	0.5896939
1000	0.0780183	0.6144235	0.1267298	0.8097237	0.5888369	0.0503420	0.5983460	0.4641526	0.7741353	0.6988920	0.2917282	0.7207463	0.7023298	0.3321479	0.7228293	0.4881887	0.0876191	0.3651125	0.7341883	0.6640726	0.6574518	0.4677896	0.8137773	0.0243752	0.0340855	0.8844726	0.5865617	0.6746242	0.0167411	0.2627353	0.0632769	0.2190017	0.4751431	0.6274021	0.7804391	0.4984980	0.6371631	0.4425833	0.4134251	0.5838985	0.2741537	0.6194650	0.7271209	0.0433655	0.5459704	0.4432394	0.5338120	0.6024516	0.2583966	0.6078922

0	0.0996418	0.6667908	0.0725733	0.6634188	0.7334508	0.0418817	0.6976593	0.4435066	0.6459818	0.8175313	0.5405772	0.7567725	0.7753854	0.3429889	0.4615610	0.6354111	0.0409613	0.3168101	0.5962327	0.8661899	0.6835686	0.4380932	0.6004792	0.0407205	0.1121745	0.7873420	0.6332074	0.6463499	0.0464916	0.2730453	0.0632001	0.2016601	0.3798705	0.6079911	0.7670387	0.4908067	0.6078049	0.3340794	0.3402298	0.6898743	0.3122101	0.5938413	0.5266138	0.0722343	0.6864999	0.5029535	0.5744753	0.5558272	0.2432715	0.6453678
50	0.0600453	0.4050573	0.0963516	0.7588881	0.4077479	0.1038932	0.6895935	0.4770328	0.6332790	0.7236966	0.2644026	0.7791683	0.7344810	0.3025729	0.6374522	0.6457041	0.5017932	0.3742744	0.5708131	0.6286415	0.5414434	0.4596041	0.8009433	0.0243537	0.0420024	0.6590803	0.5290835	0.8865434	0.0217009	0.2806224	0.0689519	0.3483885	0.6461108	0.4733968	0.7515931	0.5253572	0.7185821	0.4131001	0.1835493	0.7216401	0.1851167	0.4939002	0.6160320	0.0543172	0.7041504	0.5280440	0.5829068	0.6794442	0.2105802	0.5634192
100	0.0403788	0.2229193	0.1156519	0.7518800	0.2324324	0.0429131	0.5272394	0.4658937	0.7574741	0.6445538	0.3013877	0.7173583	0.4451651	0.3950325	0.7152579	0.5723234	0.6794821	0.2311422	0.5867738	0.6049001	0.5245747	0.3943164	0.7787791	0.0188973	0.0334504	0.6832838	0.4355122	0.6716819	0.0170345	0.3941194	0.0696122	0.4630751	0.6138597	0.6723208	0.7214197	0.6267389	0.8018441	0.5008374	0.2025447	0.7506630	0.0750250	0.5629261	0.7332156	0.0545784	0.6042229	0.5370825	0.5517492	0.6653613	0.3078146	0.6299782
150	0.0330021	0.0791987	0.0825977	0.7391757	0.1467708	0.0181009	0.5408611	0.4293508	0.6765729	0.8133900	0.4894408	0.6258708	0.6031628	0.3759097	0.7915766	0.4827498	0.6008751	0.2274860	0.4868289	0.8125264	0.5333763	0.4197582	0.7404466	0.0200358	0.1061710	0.7412783	0.3049737	0.6271965	0.0144223	0.6441627	0.1628915	0.4329960	0.6239426	0.6147153	0.4804207	0.4503776	0.7561242	0.4880190	0.1946651	0.6799662	0.0945629	0.4326936	0.4438026	0.0888391	0.6318924	0.4830852	0.4943285	0.8190613	0.1836703	0.7300519
200	0.0663457	0.0232035	0.0881742	0.6451053	0.0772453	0.0224556	0.5014307	0.3844529	0.6719999	0.7086590	0.6367448	0.7021807	0.5184131	0.4179176	0.6961788	0.4236288	0.6661644	0.2890488	0.4394702	0.6560445	0.6307806	0.3979249	0.7225224	0.0213980	0.2058793	0.7659674	0.1846076	0.6303061	0.0078949	0.5596786	0.3233957	0.5561031	0.7137865	0.6427862	0.2401367	0.5025927	0.7583340	0.4613963	0.1715414	0.6978778	0.1195053	0.4571311	0.4913429	0.3300196	0.6709269	0.3853507	0.5658011	0.7574076	0.1492756	0.7162532
250	0.0690231	0.0195604	0.1157840	0.7046037	0.0327326	0.0150694	0.7516945	0.3840519	0.6394236	0.7280485	0.6390135	0.7034318	0.6191181	0.5860665	0.5687979	0.4395368	0.6841136	0.2787588	0.4696518	0.6654280	0.6666095	0.5845031	0.6683766	0.0711457	0.3536234	0.7069075	0.1542240	0.7853889	0.0142113	0.7016851	0.5334233	0.4783722	0.6616329	0.4944690	0.1334661	0.4202815	0.6218905	0.4468369	0.1372751	0.6874440	0.1265018	0.2725833	0.4279308	0.3559763	0.5987446	0.3380878	0.5098119	0.7732162	0.1627042	0.6192419
300	0.1084526	0.0408165	0.1146949	0.7981137	0.0113820	0.0115840	0.7401959	0.4200337	0.7301179	0.6282933	0.6258576	0.5564805	0.4703570	0.7487622	0.4257757	0.5457097	0.6272455	0.3720115	0.4346674	0.8478147	0.6574525	0.5656965	0.7907456	0.0361213	0.4147379	0.7784885	0.1430260	0.5848378	0.0166939	0.7957203	0.5838597	0.5791469	0.6580740	0.4760579	0.0493330	0.6487735	0.7026039	0.3395198	0.2083954	0.4633829	0.0950291	0.3665823	0.5052712	0.5627020	0.7082580	0.4234672	0.4501218	0.7615303	0.2095697	0.6200601
350	0.0799032	0.0460348	0.0795282	0.6342024	0.0096836	0.0316610	0.7162018	0.5972879	0.8599859	0.6411451	0.5477573	0.7111329	0.5149577	0.5162339	0.4575391	0.5509053	0.5177972	0.2318510	0.4932306	0.6920366	0.5905593	0.4780174	0.7981025	0.0480331	0.2847467	0.8064777	0.1129635	0.6438930	0.0211704	0.7559962	0.6695604	0.5431487	0.7044407	0.5239947	0.0357246	0.3977146	0.7229504	0.4113930	0.1513408	0.5448829	0.0896455	0.3018221	0.4934157	0.6038208	0.6779608	0.5237226	0.4153156	0.6545481	0.2137985	0.7124508
400	0.0720608	0.0152256	0.0799768	0.7765963	0.0123514	0.1201625	0.6986979	0.4416928	0.6451647	0.7829120	0.4402045	0.7637935	0.4590732	0.6142948	0.6362759	0.5458343	0.5921391	0.3310051	0.5197776	0.6668597	0.6879090	0.4403110	0.8268957	0.0622294	0.1396589	0.6578725	0.1708567	0.6984475	0.0138548	0.7697712	0.7046152	0.5557645	0.6831735	0.5090528	0.0276193	0.4304387	0.6650096	0.3588081	0.1813195	0.6938652	0.0963409	0.3832677	0.4350948	0.7006884	0.6953986	0.3723711	0.4391445	0.6363293	0.2286798	0.6589619
450	0.2081897	0.0290524	0.0803875	0.5520095	0.0267658	0.1458686	0.6999572	0.3617673	0.5679341	0.5663829	0.2937011	0.6081710	0.5148001	0.5726261	0.6726028	0.6187414	0.5130176	0.3292284	0.4535720	0.6956808	0.6702736	0.5070102	0.7173287	0.0386290	0.1270576	0.7820984	0.0958712	0.7525982	0.0105427	0.8161459	0.6466424	0.5838395	0.6260485	0.6041384	0.0258575	0.5021449	0.5804443	0.4138846	0.1733471	0.7022564	0.1184721	0.3680464	0.5258633	0.6091611	0.5523949	0.5460241	0.5227212	0.6558706	0.2235190	0.6206792
500	0.0813612	0.0515012	0.1006723	0.7326095	0.0440772	0.1576919	0.6136308	0.3894563	0.6586997	0.7122282	0.2361698	0.6135571	0.4037001	0.4956367	0.6550147	0.5347554	0.5959302	0.3109841	0.4579121	0.6247828	0.5510875	0.3991145	0.5845860	0.0521319	0.0627049	0.8082722	0.0864329	0.8589831	0.0060699	0.6444351	0.6194136	0.5578206	0.6973879	0.5160401	0.0217206	0.4367333	0.6660948	0.3376425	0.1531636	0.6125880	0.1008864	0.3487597	0.4496450	0.7034072	0.5996985	0.4985845	0.4457301	0.8151203	0.3346257	0.6926622
550	0.1674051	0.3212297	0.0998138	0.6748972	0.2752480	0.2773065	0.6060861	0.3746083	0.6417710	0.7278134	0.3428097	0.6665203	0.2601328	0.5394990	0.6081818	0.5259956	0.4173173	0.2969884	0.5992105	0.6481196	0.6353042	0.3411493	0.6483775	0.1075083	0.0521721	0.7418296	0.1969942	0.9628832	0.0101997	0.8335229	0.6186262	0.3619184	0.8518378	0.5935803	0.1592216	0.4844286	0.5754950	0.4077377	0.2842144	0.6654807	0.2005446	0.2737838	0.5739778	0.7091737	0.5159457	0.4120445	0.4129246	0.5197996	0.4454700	0.6799211
600	0.1214319	0.4544304	0.0860685	0.7674354	0.5589854	0.3390712	0.5043175	0.5464252	0.6385903	0.7414511	0.3302658	0.7270878	0.2117349	0.5254839	0.7163987	0.4537738	0.5615140	0.4292496	0.7651157	0.4421180	0.6155832	0.2918589	0.6809997	0.0881596	0.0506996	0.7107537	0.4538160	0.6503406	0.0274061	0.7850229	0.4370518	0.3094359	0.5592274	0.7172295	0.3427370	0.5743764	0.7693022	0.3700855	0.3232579	0.6308089	0.2796914	0.2738821	0.5239136	0.5925760	0.3392224	0.3906218	0.5501193	0.5807698	0.3166020	0.5406450
650	0.1089785	0.6398228	0.0745130	0.7138768	0.6561373	0.5207400	0.4774252	0.6434407	0.4124967	0.7214911	0.2447033	0.6337284	0.0790369	0.4374480	0.5803908	0.6320840	0.5460655	0.4329076	0.5786492	0.4616182	0.5578035	0.3009209	0.6732720	0.0982697	0.0267972	0.8160827	0.4305822	0.6932715	0.0198471	0.5126419	0.2534792	0.2772424	0.6930264	0.5078221	0.7177768	0.5111426	0.6838006	0.3498356	0.3756665	0.6931089	0.2769754	0.4817169	0.5514360	0.3675165	0.3290016	0.3898588	0.5710720	0.6756480	0.3303414	0.5440817
700	0.0881198	0.6877604	0.1167428	0.6518197	0.6864212	0.2718984	0.5252244	0.5666675	0.4584674	0.6825773	0.2912555	0.8018313	0.0573012	0.3076865	0.6981380	0.6050186	0.6989006	0.3975660	0.5716757	0.4027650	0.5347330	0.2386060	0.8262471	0.0539373	0.0062712	0.7639272	0.6088073	0.7150089	0.0162740	0.3878787	0.1147214	0.2969414	0.5722752	0.4922861	0.9030293	0.5201600	0.6690117	0.3583078	0.5242873	0.6429560	0.2658199	0.4053177	0.5105155	0.1382199	0.3150987	0.4219309	0.4467559	0.6078556	0.3518461	0.6554896
750	0.0756851	0.6998845	0.1133055	0.7464839	0.7641092	0.1562720	0.6576280	0.5093993	0.6639708	0.7216328	0.3824746	0.6954470	0.0735719	0.2839528	0.8595471	0.5152841	0.5287321	0.3839408	0.5730688	0.3908410	0.5855705	0.2789578	0.6984807	0.0438254	0.0268721	0.7419396	0.7195316	0.7182170	0.0105495	0.3988904	0.0923842	0.3503615	0.5588425	0.6036643	0.7767271	0.5579541	0.7172756	0.3851172	0.3489147	0.7440148	0.2099871	0.4744545	0.4386776	0.1034156	0.3986873	0.3301615	0.5949353	0.7971672	0.2533278	0.5925699
800	0.0366699	0.6790366	0.0910683	0.8064750	0.7717961	0.0985253	0.5929225	0.4763085	0.5536537	0.8556657	0.3647156	0.6871259	0.3219150	0.2613856	0.8144734	0.6220844	0.4272649	0.3259674	0.6907597	0.4661746	0.7097003	0.3665210	0.7564620	0.0405690	0.0226653	0.6757167	0.6349409	0.6108868	0.0113551	0.4364520	0.0648583	0.3440971	0.5141901	0.6850111	0.7025833	0.4535641	0.7110204	0.5291812	0.3686043	0.7292412	0.3418795	0.4256455	0.5022968	0.0683707	0.4252930	0.4440604	0.5909552	0.6265033	0.3201397	0.7222955
850	0.0682344	0.6771196	0.1039458	0.6183133	0.6810789	0.0751993	0.6130813	0.6501568	0.5658557	0.9098465	0.2898869	0.7639639	0.4934377	0.3326622	0.6505181	0.4464270	0.1909680	0.3229861	0.7669350	0.5281211	0.6039792	0.3675196	0.7547849	0.0320864	0.0261728	0.6057081	0.6409453	0.6398313	0.0283735	0.3685178	0.0939578	0.3553203	0.5237009	0.7300049	0.7310759	0.5328366	0.7167277	0.4133583	0.3503340	0.8137264	0.3038196	0.4141767	0.5167120	0.0638361	0.4131760	0.3433621	0.5297903	0.7575186	0.2210024	0.7222382
900	0.0622496	0.7603935	0.0965212	0.7443931	0.7374552	0.0664728	0.7703282	0.4546419	0.5023456	0.6689738	0.3275633	0.7366635	0.7292682	0.3456847	0.7632162	0.4649169	0.1111878	0.3682101	0.7953975	0.5490295	0.7432997	0.3461995	0.8715500	0.0520768	0.0409087	0.7740553	0.5615577	0.6270613	0.0121121	0.2927821	0.0527218	0.3040070	0.6705867	0.6565193	0.6529763	0.4863917	0.8138968	0.3506076	0.3994406	0.7058607	0.2051379	0.5129898	0.6420969	0.0348880	0.6865598	0.3877036	0.4472632	0.7974655	0.2286699	0.7688793
950	0.0678766	0.8137529	0.1168912	0.7835451	0.6645230	0.1183765	0.6951704	0.5170809	0.6163940	0.8483576	0.3693530	0.7693134	0.6216912	0.3156992	0.7292137	0.4649096	0.1195564	0.3636897	0.6545137	0.6057859	0.8517537	0.3595677	0.6458455	0.0714248	0.0339155	0.7414606	0.5524868	0.7014580	0.0062494	0.2668120	0.0684291	0.2580255	0.5640446	0.5945302	0.9058551	0.3862579	0.6818471	0.3526649	0.3227531	0.7507056	0.3025686	0.5687259	0.4999914	0.0566162	0.6711512	0.4130475	0.4736373	0.7017583	0.1646476	0.6662675
1000	0.1053757	0.6468887	0.0835162	0.7809346	0.6483660	0.1297297	0.6464928	0.5119843	0.5722657	0.6874794	0.2915395	0.7103000	0.6244398	0.2336623	0.5818430	0.4088421	0.1565213	0.2944846	0.6599160	0.6001890	0.5779262	0.4273709	0.7370005	0.0148454	0.0179915	0.7510839	0.6444647	0.6900320	0.0406697	0.1935418	0.0556539	0.2965972	0.5788446	0.6131888	0.7559494	0.4764285	0.7815900	0.3782151	0.4242055	0.7169508	0.2225349	0.4719075	0.5043885	0.0580767	0.6033769	0.5091574	0.6511460	0.6990883	0.1938272	0.5941101

0	0.1045761	0.6415102	0.0814654	0.5876045	0.7337009	0.0475506	0.6472391	0.5729223	0.6588072	0.7829312	0.4526048	0.6659394	0.7099354	0.2928681	0.4435491	0.6190647	0.0346130	0.3229225	0.7338791	0.7677440	0.6736768	0.3720623	0.7641983	0.0385978	0.1434224	0.5803949	0.7212557	0.6901805	0.0308149	0.2521835	0.0522527	0.2211288	0.5305252	0.5433935	0.7973182	0.6567674	0.5993882	0.4270655	0.3954375	0.6380044	0.1918315	0.5320888	0.5274130	0.0609784	0.6872727	0.4513065	0.5379309	0.5365704	0.2660173	0.6493380
50	0.0532314	0.7290934	0.1292506	0.4793522	0.5219977	0.0779554	0.4688156	0.5028304	0.7600353	0.7465685	0.5107304	0.6602689	0.5700737	0.3109310	0.5182006	0.5323889	0.0724810	0.4632817	0.7581782	0.6665393	0.6869329	0.4721739	0.7571629	0.2109234	0.0958760	0.7201589	0.7308947	0.5578714	0.1836616	0.3050449	0.2226405	0.2794925	0.4526787	0.6805006	0.6408033	0.4622436	0.5808367	0.4202919	0.3609675	0.6930381	0.3193119	0.4752247	0.5547390	0.0412895	0.7830067	0.4043511	0.6139632	0.5830107	0.3182709	0.3502511
