"Time"	YBR297W	YMR021C	YPL177C	YMR042W	YML099C	YIL101C	YJR147W	YGR249W	YER045C	YHL027W	YER190W	YPL265W	YER189W	YBR086C	YOL157C	YJR054W	YCR021C	YMR172CA	YJR094C	YIR020C	YMR173W	YKR042W	YDL246C	YBR298C	YJL221C	YDL245C	YPL198W	YPL078C	YJL219W	YMR319C	YFL023W	YOR258W	YJR101W	YHL029C	YHR193C	YPR197C	YFR005C	YCR107W	YBL043W	YPR123C	YOR280C	YFL024C	YCR105W	YAR050W	YMR135WA	YBL029W	YHR194W	YPL111W	YFL066C	YDR276C
450	0.0720202	0.9678024	0.1180227	0.6290930	1.0191227	0.0596654	1.0371290	0.6243275	1.0180462	0.9861296	0.1199230	1.0545942	0.1911187	0.4603405	0.4413326	0.7163438	0.0702933	0.4451548	1.0076449	0.9902396	0.9640412	0.6700770	0.9234880	0.0459755	0.2349809	0.5340128	0.9019358	0.9675729	0.0269121	0.4498817	0.5539235	0.3030804	0.8508652	0.9725444	0.9641587	0.6783294	0.2758639	0.6209474	0.5437044	1.0631658	0.2914304	0.6653757	0.4904641	0.0029976	0.9589149	0.7004175	0.7697204	0.9976367	0.3064405	0.9195278
500	0.1037853	1.0465361	0.0864730	0.6827743	0.9644841	0.0663385	0.9517051	0.6515756	1.0787350	1.0474282	0.0941007	1.0083531	0.1427013	0.5041611	0.5499412	0.7333081	0.0634288	0.4853990	1.0630588	0.8944463	0.8875634	0.6465038	0.9473712	0.0593959	0.1863316	0.5107300	0.8757612	1.0208909	0.0296802	0.4721178	0.5329100	0.2443303	0.7407028	0.9790912	1.0563524	0.6975677	0.2504804	0.5535802	0.5968757	0.9591111	0.3254669	0.7000399	0.5072697	0.0038104	1.0210812	0.7420094	0.7513368	0.9795770	0.3109881	0.7842567
550	0.1096853	1.0537543	0.1877258	0.9314955	0.9894936	0.1457947	0.9998601	0.6773886	1.0387420	0.9429389	0.4148747	1.0270295	0.6351442	0.5343320	0.6175449	0.7306579	0.1026299	0.4578855	0.9773813	0.9862714	0.9760900	0.6240133	0.9834849	0.0476995	0.1264691	0.8942848	0.9014844	1.0278770	0.0282353	0.4376024	0.2223569	0.3016777	0.7428778	0.8247084	0.9373428	0.5299370	0.6258628	0.5331426	0.5525626	1.0222555	0.3709771	0.5951322	0.6820715	0.0200795	0.9309134	0.7017739	0.8227734	1.0298704	0.3560203	0.8412819
600	0.1047222	1.0824297	0.1435963	1.0698618	0.9195236	0.1540945	0.9046328	0.6731145	0.9401276	1.0529242	0.4917490	0.9925659	0.8119205	0.5311025	0.7661397	0.6544131	0.2088174	0.4699821	1.0803032	1.0789388	0.9457483	0.6597932	0.9421403	0.0633712	0.0812169	0.9057160	0.9786343	0.9793093	0.0329413	0.4403839	0.1400826	0.2928009	0.7421889	0.8901241	0.9184828	0.6203904	0.8583176	0.5712922	0.5368835	1.0144560	0.4097527	0.6562255	0.7497958	0.0393350	0.9008624	0.6208396	0.8167485	0.9708263	0.3719004	0.8201754
650	0.0754231	1.0059755	0.1545241	0.9850614	1.0430204	0.1267710	0.9813590	0.7497998	0.9318478	1.0513748	0.4261878	0.9319618	0.9047144	0.4690112	0.8682112	0.6672288	0.2972358	0.4431851	0.9942576	1.0671424	0.9513701	0.6455313	1.0402720	0.0611936	0.0555632	1.0238689	0.8388559	1.0285449	0.0092187	0.5229059	0.1124446	0.2875219	0.7591069	0.9088646	0.9782228	0.6615974	0.9054528	0.6508646	0.5303743	0.9782101	0.4496060	0.7619190	0.7328957	0.0395639	0.8176332	0.6202912	0.7518555	0.9185278	0.3511024	0.8820558
700	0.0970585	1.0974693	0.1620405	0.9865622	0.9864936	0.0592064	0.9268688	0.7532988	0.9462663	1.0284825	0.4431693	1.0260497	1.0409221	0.4825904	0.9557826	0.7209906	0.2053352	0.4548489	0.9802192	1.0027454	0.8919987	0.6563317	1.0045195	0.0418384	0.0779419	1.0926022	0.9275894	0.9667063	0.0178755	0.4481223	0.1099130	0.3120844	0.6860093	0.9077727	0.9813238	0.5911530	0.9777941	0.5816529	0.5737673	0.9927094	0.4515223	0.6847452	0.7625679	0.0764461	0.8613833	0.5771885	0.7875454	0.8906803	0.2647815	0.9043283
750	0.1031604	1.0913846	0.1780347	1.0151206	1.0001499	0.0878210	0.9672342	0.7451338	1.0034365	1.0425815	0.4957503	0.8878264	1.0201685	0.4576811	0.8750646	0.8294361	0.1019140	0.4538290	1.0063319	0.9808458	1.0176083	0.7015895	0.9298690	0.0786548	0.0922647	1.0380446	0.9370455	0.9515038	0.0254799	0.4156299	0.0892738	0.2768695	0.7122476	0.8794439	0.9374183	0.6791487	0.9582476	0.5868724	0.4367749	1.0163777	0.3859089	0.6131578	0.7209163	0.0700353	0.8493074	0.6039274	0.7654755	0.8689185	0.3229367	0.7803718
800	0.0821961	0.9552927	0.1547693	0.9752909	0.9342655	0.1130568	1.0342815	0.7326126	1.0016772	1.1089103	0.4643260	0.9760047	0.9299177	0.4622311	0.8758918	0.7897928	0.1212308	0.4228229	1.0741545	0.9362423	0.8814490	0.6918199	0.9251924	0.0526735	0.0759199	1.0039138	0.9232347	0.9959290	0.0358318	0.4293663	0.1025913	0.3082956	0.7163505	0.8233901	0.9173665	0.6919186	0.9595510	0.5654924	0.5069148	0.9923607	0.3701479	0.7187326	0.8173391	0.0559091	0.9617149	0.5635193	0.7571757	0.8748307	0.3899608	0.8439170
850	0.1014584	0.9774146	0.1267715	1.0252563	0.9858631	0.1022200	1.0380593	0.6860655	0.9698531	1.0248340	0.4774482	0.9876054	0.9548120	0.4525201	0.8824157	0.7646188	0.1777085	0.4575807	0.9574003	0.8891940	0.9157259	0.5951756	0.9157377	0.0532435	0.0706482	0.9390732	0.9059000	1.0288967	0.0314830	0.4136251	0.0943127	0.3582555	0.6935445	0.9428918	0.9505216	0.7158964	0.9101957	0.6118254	0.4412837	1.0854356	0.4041257	0.7798945	0.8212375	0.0527927	0.9263075	0.5783282	0.7296912	0.9288412	0.3569453	0.8555241
900	0.1191125	0.9872746	0.1310306	0.9799782	0.9498134	0.1029447	0.9798192	0.6971735	1.0532228	0.8798959	0.4460741	0.9629042	0.9965013	0.4045807	0.9095471	0.7536678	0.1566641	0.4383418	0.9520255	1.0239710	0.9132452	0.5995949	0.9675192	0.0412195	0.0698543	1.0096181	0.9930826	1.0210373	0.0156064	0.4382374	0.1095175	0.3507075	0.7025907	0.9116489	0.9734906	0.7384222	0.9831330	0.5915589	0.5318545	1.0151748	0.4103863	0.8386008	0.7822472	0.0603742	0.8287477	0.6133921	0.7319251	0.8942300	0.3193513	0.8672862
950	0.0784066	0.9347904	0.1574266	0.9523222	0.9607954	0.1247107	0.9875599	0.6608178	1.0604140	0.9637899	0.5082896	0.8968401	0.9500348	0.4246864	0.9450562	0.7074279	0.1230552	0.4625651	1.0166373	0.9750799	0.8056154	0.5924689	1.0079702	0.0449935	0.0387642	1.0388874	0.9546677	1.0511127	0.0219866	0.4088706	0.0915481	0.3037359	0.7127485	0.8325610	0.9776580	0.6998750	0.9823051	0.5411146	0.4651426	1.0558967	0.4166710	0.8421859	0.8137532	0.0585440	0.7707879	0.5491962	0.8019375	0.9781619	0.3760992	0.8508345
1000	0.0979315	0.9526219	0.1600305	1.0342510	0.9807611	0.0815214	1.0098902	0.6868797	0.9618882	1.0352141	0.4928600	0.9899094	0.8838014	0.4817760	0.9316993	0.6440131	0.1319742	0.4744430	0.8901299	0.9938366	0.9007481	0.6386814	0.9391294	0.0402559	0.0633350	1.0137473	0.8400045	1.0009197	0.0246915	0.4020043	0.0937910	0.3040298	0.6544104	0.8586693	0.9329418	0.7140981	0.9525979	0.6147810	0.4897874	1.0549985	0.3657051	0.7873919	0.7618915	0.0620912	0.8573272	0.6049794	0.8017850	0.9510838	0.2994855	0.7943290

0	0.0965931	0.9917858	0.1270408	0.9124610	1.0019637	0.0709991	0.9407448	0.7427249	0.9738304	1.0980755	0.6016177	1.0220409	1.0375011	0.3656601	0.6020683	0.6838302	0.0658622	0.5078126	1.0661622	0.9594600	0.8907052	0.6947893	0.9854344	0.0686459	0.1598035	0.9506475	0.9539769	0.9424369	0.0414072	0.4275502	0.0933668	0.4352808	0.6855586	0.8646546	0.9924055	0.7211094	0.9418581	0.5501219	0.4314392	1.0354821	0.3751695	0.8013462	0.8412306	0.0652802	0.9923989	0.5883233	0.8027609	0.9334344	0.3026118	0.8012736
50	0.0503335	0.2584419	0.1284296	1.0012532	0.2841509	0.0969415	0.8680121	0.6106213	0.8809202	0.9832232	0.5057584	0.9748006	0.6820059	0.3254813	0.9830723	0.8309991	0.8268257	0.4281209	0.7147507	0.8870565	0.8677744	0.5753098	1.0402661	0.0446930	0.0430418	1.0013044	0.6572848	1.0034498	0.0455406	0.4628463	0.0893539	0.6628565	0.7697527	0.8761971	1.0144372	0.6609974	1.0014042	0.5537871	0.2515935	0.9787496	0.1799687	0.7806896	0.8833007	0.0771639	0.8074227	0.6566955	0.7718925	0.9480310	0.3703249	0.8406812
100	0.0333695	0.1007392	0.1080063	1.0252688	0.0825172	0.0252619	0.8590953	0.6378528	0.9696484	1.0418310	0.4944781	0.9829096	0.6666348	0.4872845	1.0177668	0.7212639	0.8930532	0.4245389	0.7397218	0.9648048	0.8638150	0.5953186	0.9265348	0.0382455	0.0492850	0.9909306	0.3779678	0.9514045	0.0341217	0.6467621	0.2119482	0.7109602	0.8205913	0.9282724	0.9675703	0.6739236	1.0312061	0.5700222	0.2456033	1.0484971	0.1495499	0.6350335	0.8495288	0.1086632	0.9469395	0.6145269	0.7543631	1.0664066	0.2183793	0.9069790
150	0.0447830	0.0432515	0.0965388	0.9949519	0.0288524	0.0095647	0.8298769	0.5994178	1.0130160	1.0794116	0.8097836	0.9555933	0.7516340	0.6036367	0.8290347	0.6238451	0.8132344	0.3904902	0.7198033	1.0188318	0.8564198	0.6572742	1.0320830	0.0304547	0.1933084	1.0655479	0.2156532	0.9706132	0.0329498	0.9531900	0.4607488	0.7554177	0.9348884	0.9528745	0.4543076	0.6864647	0.9916649	0.5165513	0.2247071	1.0575819	0.1455885	0.5149936	0.7333391	0.3778457	0.9362434	0.6214052	0.7416541	1.0862165	0.1708563	1.0175609
200	0.0575778	0.0284723	0.0980135	0.9523074	0.0385913	0.0197070	0.9661789	0.5605446	1.0319174	1.0495619	0.8678191	0.9751086	0.6748353	0.7719233	0.7090066	0.5975282	0.9526441	0.4322120	0.6892418	0.9522403	0.8189228	0.6956396	0.9030371	0.0263341	0.4333558	1.0837334	0.1540890	0.8977592	0.0246898	0.9145995	0.7545043	0.6878112	1.0306982	0.7487253	0.1687429	0.6907815	0.9853054	0.6161295	0.2000286	0.9185922	0.1603528	0.4907154	0.7097921	0.6752202	0.8966988	0.5718328	0.6422376	1.0676813	0.2152418	0.9616858
250	0.0904604	0.0276710	0.1265941	1.0257231	0.0256759	0.0166882	0.9127015	0.5709047	1.0331397	1.0564269	0.9481804	0.9185147	0.6056354	0.8009069	0.6436903	0.6443789	1.0182306	0.4386350	0.6539361	0.9654564	0.8852733	0.5942107	0.9748189	0.0379130	0.5242618	0.9611183	0.1179681	0.9403756	0.0232249	0.9949213	0.8055899	0.7156709	0.9932548	0.6447818	0.1212605	0.6794156	0.9947971	0.5312760	0.1731201	0.8169740	0.1541183	0.4803348	0.7138868	0.8412807	0.9826976	0.5922488	0.7016568	1.0838293	0.2142982	0.9779281
300	0.1041326	0.0394047	0.0973672	0.9539831	0.0318838	0.0388875	0.9542854	0.5686713	1.1062111	0.9760961	0.9164710	0.9049892	0.6185562	0.8050984	0.6419702	0.6736372	0.8913068	0.4642627	0.6764824	0.9718720	0.8156207	0.6059904	0.9886633	0.0644455	0.5221435	1.0147999	0.1263824	0.9412403	0.0216161	1.0325739	0.8625219	0.7462925	0.9576508	0.6937136	0.0753730	0.5358305	0.9308918	0.5144641	0.2136133	0.8212674	0.1153562	0.4746653	0.6364829	0.9272367	1.0775037	0.6185232	0.6504989	1.0216483	0.3072527	0.9173096
350	0.1160880	0.0276470	0.1175727	1.0315298	0.0298503	0.0781845	0.8315833	0.6543654	1.0232764	0.8967536	0.6623759	0.9913211	0.6583213	0.8029559	0.7336533	0.6908783	0.9092722	0.4564544	0.6481716	0.9759227	0.8218110	0.6898490	0.9930884	0.0606621	0.2880875	0.9471330	0.1477395	1.0352382	0.0159438	1.0477213	0.9357356	0.7267980	1.0069889	0.8200392	0.0351355	0.6767002	0.9744370	0.6135689	0.1787625	0.8463499	0.1103895	0.4484227	0.6575213	0.9754962	1.0111385	0.6876383	0.5896389	1.0314285	0.3043895	0.8608141
400	0.1288957	0.0219573	0.1494874	0.9223129	0.0311045	0.1141677	0.8202505	0.6085562	0.8905528	0.9781557	0.4782822	0.9469881	0.6442118	0.7655449	0.9001797	0.6986332	0.9211006	0.4561022	0.7211797	0.9991686	0.8844863	0.6556410	1.1006567	0.0580512	0.1144854	0.9860928	0.1583563	1.0485078	0.0040214	1.0363548	0.9861252	0.7795945	0.9933330	0.8348951	0.0496001	0.6422901	0.8827890	0.5724815	0.1975827	0.9058835	0.1121293	0.4981451	0.7666130	0.9552640	0.8819769	0.6858196	0.6315403	0.9633012	0.3569206	0.8893986
450	0.1611495	0.0136097	0.1492100	0.9911526	0.0274335	0.2000117	0.8985220	0.6337325	0.9925462	1.0510747	0.4264965	0.8831583	0.6073930	0.7900346	0.9414259	0.6561087	0.8466043	0.4928893	0.7079182	0.8941056	0.8804153	0.6444425	0.9751898	0.0467723	0.0829635	0.9289135	0.1121223	1.0147492	0.0106869	1.0042678	1.0127512	0.7509665	0.9776652	0.8082948	0.0431926	0.6667597	0.8934740	0.5864661	0.2097190	0.8644448	0.1413865	0.4806371	0.7909935	0.9855819	0.9137925	0.6904497	0.6101752	1.0521222	0.4117538	0.8243781
500	0.1296792	0.0246990	0.1235654	1.0156605	0.0440758	0.2853544	0.8209244	0.6140365	0.9769290	0.9726865	0.4367119	0.9986803	0.4085385	0.7599270	1.0769666	0.7389699	1.0103731	0.5061011	0.7048398	0.8590800	0.8499704	0.5479324	0.9419874	0.0938025	0.0543046	0.9987904	0.1168838	0.9795756	0.0257046	1.0529553	0.9299785	0.7569599	0.9845078	0.8233168	0.0510901	0.5858383	0.9002337	0.5028239	0.2310650	0.8231741	0.1464302	0.5440013	0.7336172	0.9613292	0.7536330	0.6183374	0.6512519	1.0298065	0.4261987	0.8826623
550	0.2571080	0.7312486	0.0953087	1.0520545	0.7634452	0.5471657	0.8281407	0.7334788	0.9444077	0.9589339	0.3723766	0.9674774	0.2133448	0.7762251	0.9744725	0.6885131	0.7619245	0.5478628	0.8506032	0.6915966	0.8663463	0.4935767	1.0128268	0.1680755	0.0418224	0.9591441	0.5872730	1.0005417	0.0241965	1.0139709	0.6882825	0.3866747	0.8214853	0.7511182	0.2956622	0.6374399	0.9706393	0.5501462	0.4264119	0.7452489	0.3238898	0.5109088	0.6647314	0.8041613	0.5071633	0.6388148	0.6273281	0.8192803	0.5199362	0.7583278
600	0.1676861	0.9057734	0.1126474	0.9403396	1.0102378	0.6052328	0.7997883	0.7801796	0.6542055	1.0348384	0.4188020	1.0644985	0.1182430	0.6950609	0.9897058	0.6916494	0.9533623	0.5937272	0.8717426	0.5693967	0.8983262	0.3472006	1.0417599	0.1519931	0.0296906	1.0459864	0.7511811	0.9520167	0.0243387	0.8156454	0.2932509	0.3853762	0.7821308	0.7305034	0.8313875	0.6207486	0.9707511	0.5422968	0.5932004	0.9514095	0.3549460	0.5760475	0.7574760	0.3604346	0.4220765	0.7010931	0.7476823	0.9002960	0.5940751	0.7944297
650	0.1230242	0.9385013	0.1480542	0.9926238	1.0633527	0.4578713	0.7858064	0.8307306	0.5994711	1.0211113	0.4499120	0.9765101	0.0732952	0.5472760	0.9789587	0.7625612	0.9396836	0.6485079	0.9785856	0.4270334	0.9465230	0.2824341	1.0486593	0.1221877	0.0125370	1.0961340	0.8562923	1.0322836	0.0253907	0.6632031	0.1618122	0.4260477	0.7555275	0.7806169	1.0597623	0.7240620	0.9842606	0.5718758	0.6257043	0.8764307	0.3749224	0.7071687	0.8089613	0.1912290	0.4429404	0.6239270	0.7106005	0.9062416	0.4675745	0.7679963
700	0.1030012	0.9912114	0.1623658	1.0427848	0.9323071	0.2220568	0.8130715	0.8076837	0.7352960	1.0036188	0.4180887	0.9972532	0.0426879	0.3813498	1.0583992	0.7597548	0.7957617	0.6344061	0.9576574	0.4772147	0.9161697	0.3620724	1.0155999	0.0928295	0.0192734	1.0154669	0.8909822	0.8909165	0.0200032	0.5829470	0.0826344	0.3761680	0.6974288	0.8582311	0.9889616	0.7382782	0.9728117	0.5822423	0.6132524	0.9519817	0.3161556	0.6914427	0.8310041	0.1252730	0.5094720	0.5730596	0.7646118	0.9731807	0.4225712	0.8894307
750	0.1079575	0.8941723	0.1659101	1.0382937	1.0009572	0.1733475	0.8779459	0.7478796	0.8239564	1.0787039	0.4793162	0.9820399	0.2230884	0.3519180	1.0698561	0.7185197	0.6724823	0.5106242	0.9630740	0.4944795	0.8260807	0.4670095	0.9853051	0.0607983	0.0304655	0.9982871	0.8777016	0.9680553	0.0174567	0.5401539	0.0779059	0.4069089	0.7538900	0.7981953	0.9679957	0.7889764	1.0094711	0.6069722	0.5049364	0.9385795	0.4350701	0.6985902	0.8430444	0.0917953	0.5709404	0.5945951	0.7270787	0.9631647	0.3390977	0.9190359
800	0.0814978	1.0169689	0.1470333	1.0271319	1.0118912	0.1377756	1.0041794	0.7196367	0.8820008	1.0807790	0.5239622	0.9594514	0.6119885	0.4008682	1.0237511	0.7588704	0.3359487	0.4983829	1.0906397	0.7026761	0.9719191	0.5534827	1.0010960	0.0499618	0.0309217	1.0241005	0.9009915	0.9261261	0.0135762	0.4932660	0.0992689	0.4041507	0.7381592	0.8274163	1.0261518	0.7114433	0.9944909	0.6068728	0.5449998	0.9374664	0.4337485	0.6993922	0.8344844	0.0754867	0.7055812	0.5764573	0.7394447	0.9778413	0.3635957	0.8284125
850	0.0852449	1.0372238	0.1518873	0.9736253	1.0820616	0.0683409	0.9504134	0.7031168	0.9442826	0.9754922	0.5231036	0.9908501	0.9073338	0.4198985	1.0395899	0.6769294	0.2063892	0.4625888	1.0377610	1.0455541	1.0932163	0.5975370	1.0598809	0.0504655	0.0486180	0.9248585	0.9431904	0.9126491	0.0342418	0.4697222	0.0883882	0.4075841	0.7922207	0.8447328	0.9933696	0.7631230	1.0098949	0.5215039	0.4940103	0.9677061	0.3857798	0.7768216	0.8604511	0.0838930	0.7965014	0.5815809	0.7222241	0.9761332	0.3100623	0.9509051
900	0.1013235	0.9965767	0.1366184	0.9995776	1.0334631	0.1311275	1.0438067	0.6671709	1.0062753	1.0136892	0.5199399	0.9906816	1.0439901	0.3586292	0.9915354	0.6740152	0.1191933	0.4168319	0.9939073	0.9497172	0.9233905	0.5775716	0.9798916	0.0525148	0.0490658	0.9731195	0.9006377	0.9330147	0.0148281	0.4391215	0.0734867	0.3656705	0.7838865	0.8167261	0.9990231	0.6440411	0.9833195	0.5816710	0.5198290	0.9926843	0.4220732	0.7857189	0.8366234	0.0615835	0.9264434	0.6109801	0.7687261	1.0285119	0.2985325	0.9744021
950	0.0850486	0.9379470	0.1124656	1.0199750	0.9293168	0.1588550	0.9530765	0.6645320	0.9982471	0.9887419	0.4741402	0.9786305	0.9349137	0.4221551	0.8898827	0.6649553	0.1608712	0.4430758	0.9643580	0.8812135	0.8671115	0.6564789	0.9682047	0.0421716	0.0548909	1.0129509	0.9230200	0.9204223	0.0193849	0.4299433	0.0807556	0.3586098	0.7030786	0.8304555	1.0294905	0.6808765	0.9224164	0.5691668	0.5114098	1.0160569	0.3622351	0.7555971	0.7929315	0.0746036	0.8627742	0.6027427	0.7041823	0.9692110	0.3540064	0.9406329
1000	0.0911087	0.9745347	0.1149451	1.1167222	0.9508307	0.0827948	1.0960376	0.7002244	0.9832742	0.9766428	0.4902137	0.9765978	0.9137912	0.3415714	0.9026417	0.7779746	0.2312472	0.4487403	0.8653596	0.9554923	0.8908462	0.5799337	0.9910218	0.0394708	0.0515241	1.0229482	1.0199568	0.9938292	0.0251745	0.4001392	0.0584259	0.3541881	0.7309136	0.9390148	1.0159289	0.6663115	1.0367409	0.5745275	0.5068750	0.9823704	0.4075919	0.7649538	0.7001492	0.0741904	0.8398177	0.6206872	0.7221444	0.9314223	0.2902716	0.9076249

0	0.0965931	0.9917858	0.1270408	0.9124610	1.0019637	0.0709991	0.9407448	0.7427249	0.9738304	1.0980755	0.6016177	1.0220409	1.0375011	0.3656601	0.6020683	0.6838302	0.0658622	0.5078126	1.0661622	0.9594600	0.8907052	0.6947893	0.9854344	0.0686459	0.1598035	0.9506475	0.9539769	0.9424369	0.0414072	0.4275502	0.0933668	0.4352808	0.6855586	0.8646546	0.9924055	0.7211094	0.9418581	0.5501219	0.4314392	1.0354821	0.3751695	0.8013462	0.8412306	0.0652802	0.9923989	0.5883233	0.8027609	0.9334344	0.3026118	0.8012736
50	0.0847605	1.0975187	0.1358105	0.4067017	0.6276276	0.0772280	0.5181228	0.6284940	0.8946679	0.9815811	0.5707817	0.9970208	0.7283166	0.5050412	0.7553817	0.7019309	0.1058351	0.7429959	0.9983588	1.0192720	0.8897354	0.6957401	1.1186450	0.4842036	0.1162206	1.0585719	0.9683987	0.9740932	0.4889159	0.3703956	0.5791345	0.3466098	0.5747746	0.9103018	1.0133827	0.8816538	0.7405356	0.5252641	0.4709741	0.9585048	0.3180549	0.7223634	0.7985895	0.0339362	0.9395635	0.5831000	0.8072369	0.9115618	0.5468041	0.3332286
