"Time"	YBR297W	YMR021C	YPL177C	YMR042W	YML099C	YIL101C	YJR147W	YGR249W	YER045C	YHL027W	YER190W	YPL265W	YER189W	YBR086C	YOL157C	YJR054W	YCR021C	YMR172CA	YJR094C	YIR020C	YMR173W	YKR042W	YDL246C	YBR298C	YJL221C	YDL245C	YPL198W	YPL078C	YJL219W	YMR319C	YFL023W	YOR258W	YJR101W	YHL029C	YHR193C	YPR197C	YFR005C	YCR107W	YBL043W	YPR123C	YOR280C	YFL024C	YCR105W	YAR050W	YMR135WA	YBL029W	YHR194W	YPL111W	YFL066C	YDR276C
450	0.0570261	0.6359050	0.0661101	0.4370982	0.6659401	0.0499906	0.7353013	0.4226755	0.6536883	0.7140238	0.1193497	0.7596462	0.1679794	0.2873290	0.2466655	0.4410869	0.0647089	0.2757085	0.7584814	0.7826347	0.7648604	0.4537805	0.6771572	0.0369060	0.1504556	0.4552723	0.6163048	0.6748644	0.0244430	0.3040417	0.4333431	0.2104980	0.6173714	0.7310684	0.7162182	0.5583039	0.2204028	0.5348948	0.4253199	0.7167433	0.2142899	0.5031466	0.3066212	0.0047923	0.7070559	0.4349519	0.5125872	0.7059815	0.2038910	0.6951054
500	0.0599006	0.7278768	0.0559689	0.4890027	0.6924916	0.0328867	0.8973760	0.5298917	0.7440514	0.6585877	0.0869081	0.7769611	0.0837290	0.3644325	0.3441245	0.5639746	0.0377059	0.3348767	0.7746519	0.5718702	0.5920884	0.6007902	0.7541904	0.0411007	0.1329686	0.3903806	0.7346950	0.6436740	0.0180745	0.3746196	0.3618411	0.2131157	0.5649728	0.7002608	0.7192044	0.4531674	0.1729865	0.3427398	0.4129587	0.6244182	0.1784020	0.5338592	0.3965632	0.0017241	0.6759575	0.5832761	0.6610593	0.6948167	0.2564956	0.5588289
550	0.0819025	0.7235945	0.1283846	0.6811093	0.6924911	0.0980291	0.6463780	0.3561090	0.6305925	0.5957576	0.3015791	0.7633548	0.4100441	0.3525700	0.3980618	0.4716968	0.0828476	0.2891090	0.6308181	0.6953091	0.5807386	0.4525092	0.6655571	0.0150741	0.1079925	0.5548616	0.5703047	0.6926753	0.0146730	0.2929731	0.1786527	0.2530353	0.5451862	0.6249658	0.5781326	0.3548145	0.4945776	0.3069018	0.4481102	0.6821064	0.2611736	0.4471885	0.4742374	0.0156866	0.6310504	0.4615864	0.5732107	0.7864878	0.2690810	0.6061145
600	0.0820067	0.6301084	0.1045905	0.6683192	0.6620044	0.0649769	0.5838599	0.4728073	0.5846219	0.8704068	0.3262889	0.6546457	0.5607713	0.3468533	0.5396276	0.3942826	0.1547545	0.3163830	0.8425601	0.7244233	0.6819902	0.4301864	0.7140196	0.0595628	0.0364422	0.6028909	0.7178956	0.6073902	0.0109479	0.4084170	0.1219538	0.1540681	0.5451245	0.6636535	0.6366433	0.5089770	0.5791758	0.3631385	0.3903483	0.6928087	0.3066203	0.5104985	0.5561474	0.0508525	0.5873159	0.4835259	0.4832573	0.6908226	0.2280587	0.6535505
650	0.0589112	0.7435782	0.0981292	0.6654755	0.7645788	0.0994611	0.7212242	0.4818299	0.6852315	0.6997023	0.3244709	0.6347265	0.6529736	0.4265390	0.5980453	0.4945493	0.2194463	0.3042926	0.6731082	0.8244361	0.7386404	0.4320356	0.7346171	0.0341224	0.0426819	0.7103319	0.6118189	0.8032374	0.0174396	0.2845968	0.1319480	0.1495939	0.4922020	0.7354948	0.7377911	0.4264775	0.6027240	0.4133583	0.3971277	0.6775933	0.3159730	0.4689405	0.4729112	0.0389414	0.5835222	0.4706256	0.5433759	0.5974062	0.2261013	0.6613347
700	0.0570051	0.8210894	0.1071913	0.6425908	0.8625778	0.0562517	0.7468283	0.5898341	0.6726146	0.7906941	0.2813574	0.8110757	0.7828115	0.3832988	0.7124743	0.6419875	0.1769884	0.3230522	0.7688954	0.7156988	0.6113644	0.3763758	0.7173783	0.0594853	0.0538208	0.7672267	0.6041382	0.6546303	0.0092267	0.2608608	0.0595388	0.3030700	0.5091332	0.6450035	0.6952441	0.4333755	0.7250780	0.4257018	0.4320779	0.8096277	0.2676373	0.4109318	0.6141644	0.0550693	0.5628365	0.4240076	0.5443748	0.6718532	0.2087966	0.6630581
750	0.0631732	0.7700252	0.1281142	0.6849384	0.7181812	0.0666762	0.8938924	0.4789960	0.6781044	0.7040215	0.4095830	0.7020308	0.7721636	0.3684436	0.6933713	0.7531475	0.0462953	0.3237549	0.6672873	0.5962241	0.7704056	0.5408631	0.7333750	0.0509675	0.0508197	0.6642643	0.5915305	0.6788676	0.0190992	0.3712779	0.0694862	0.1850782	0.5194225	0.6110423	0.7893330	0.4398717	0.6623884	0.5017369	0.3325409	0.7104316	0.2748148	0.5873833	0.4183197	0.0449152	0.5906306	0.4702584	0.5411493	0.6945350	0.2127396	0.6476004
800	0.0756045	0.6336195	0.1059414	0.8096255	0.6019939	0.0563481	0.6928084	0.5517047	0.6987209	0.7882083	0.3850404	0.8638159	0.6928027	0.3039203	0.6894199	0.4580024	0.0850808	0.3227191	0.7854799	0.8506944	0.6463838	0.5244204	0.6439689	0.0345541	0.0572113	0.6835128	0.5752130	0.6475089	0.0531806	0.2717561	0.0515246	0.2570365	0.4583402	0.5092406	0.6368230	0.5380513	0.6873955	0.3617366	0.3341457	0.6447860	0.3121641	0.5919090	0.5677784	0.0516607	0.6735134	0.3940454	0.5401283	0.5964781	0.3862374	0.6856852
850	0.0748441	0.7330223	0.0728041	0.6832059	0.7656821	0.0720184	0.7720727	0.5331569	0.7406516	0.7557270	0.3959730	0.7930497	0.6218539	0.3279115	0.5668184	0.5487801	0.1568686	0.2863666	0.8289885	0.5585178	0.6784819	0.3503417	0.5935307	0.0555227	0.0396928	0.6200572	0.6796217	0.6903234	0.0274857	0.3447693	0.1003991	0.1844293	0.5104156	0.6476256	0.5414593	0.5136949	0.7124959	0.4429476	0.3631236	0.7444736	0.2678929	0.6563043	0.5614478	0.0397035	0.5950065	0.3384320	0.4786626	0.6386245	0.2535678	0.6285177
900	0.0575329	0.6176449	0.1425624	0.6950141	0.5917081	0.0719475	0.6897677	0.4010151	0.7865834	0.6415057	0.3238592	0.6684898	0.7356883	0.3312656	0.6571685	0.6288357	0.1553738	0.2946791	0.5281117	0.7420256	0.7629521	0.4726542	0.7130846	0.0189602	0.0368614	0.7019119	0.7528120	0.7818528	0.0090729	0.2842161	0.0960733	0.2937131	0.4678232	0.6748204	0.7394146	0.6260759	0.6341705	0.4496482	0.3804198	0.7036946	0.3090805	0.5852636	0.5854961	0.0244731	0.5189297	0.4400238	0.5040432	0.5801065	0.2728350	0.7784327
950	0.0794133	0.6248624	0.1057869	0.6345102	0.7731543	0.0785602	0.7037222	0.4715059	0.8497284	0.7101968	0.3896765	0.5658312	0.6526819	0.2904004	0.7156438	0.4889252	0.1469465	0.3825193	0.7500454	0.7096589	0.5379192	0.4657728	0.7608037	0.0504410	0.0352299	0.7141895	0.7118528	0.6774572	0.0098910	0.3150019	0.0546019	0.2895855	0.4374737	0.5253801	0.5805595	0.4915492	0.7098692	0.3542262	0.3378581	0.7245790	0.3546539	0.6450554	0.5339355	0.0259944	0.5315961	0.3378343	0.6057444	0.6628330	0.2799653	0.6200618
1000	0.0654096	0.7773346	0.1087468	0.7662520	0.6481583	0.0307501	0.6578945	0.4965492	0.6345591	0.7364861	0.2972655	0.6193390	0.5813911	0.4276077	0.6610453	0.4916053	0.0775532	0.3079321	0.7385310	0.7618916	0.5750283	0.4525733	0.7036907	0.0360236	0.0229900	0.6483216	0.5712980	0.7873713	0.0116572	0.3533108	0.0693518	0.2160491	0.5025131	0.6357384	0.5936468	0.4444576	0.6631860	0.4171842	0.3566851	0.6514556	0.2684882	0.6484384	0.5453260	0.0346544	0.5876240	0.4813480	0.5577495	0.5936548	0.2214229	0.4881085

0	0.0564339	0.7598213	0.0855843	0.7584495	0.7771545	0.0571473	0.6876676	0.4761461	0.6605099	0.8339462	0.4798350	0.7233387	0.7037094	0.3140173	0.4415670	0.5078287	0.0464499	0.3200616	0.8284282	0.6504376	0.7061694	0.4943652	0.6776720	0.0690422	0.1029701	0.6492248	0.6520213	0.6878645	0.0183802	0.2594063	0.0612964	0.2889526	0.4552720	0.6406451	0.7110733	0.5160184	0.8245516	0.4101994	0.3292401	0.8754269	0.3200064	0.5362940	0.7374252	0.0497313	0.7890867	0.4380641	0.5906191	0.5948652	0.2046800	0.5558344
50	0.0551104	0.1875483	0.0960514	0.6654118	0.2508019	0.0613794	0.6818291	0.4949890	0.6743850	0.6770884	0.3271640	0.7600180	0.5242552	0.2754963	0.7553335	0.6654531	0.5899757	0.2810256	0.4571118	0.6669550	0.7179490	0.3558156	0.8522304	0.0299189	0.0163477	0.6910118	0.4706101	0.6400832	0.0481408	0.2870524	0.0608648	0.4445528	0.5648261	0.6677164	0.7677695	0.4120456	0.7221113	0.3730524	0.1764086	0.6754756	0.1580122	0.4147856	0.6353004	0.0440081	0.5915761	0.4728594	0.5117660	0.5966724	0.2574545	0.5538367
100	0.0272362	0.0437661	0.0708129	0.7406373	0.0667676	0.0135958	0.6543953	0.4604873	0.7104854	0.8062482	0.3469939	0.6120411	0.5050499	0.2840035	0.7240135	0.4431514	0.6321805	0.2950004	0.5070348	0.7497058	0.6417959	0.4171425	0.7648568	0.0568954	0.0426867	0.6160008	0.2390601	0.6945857	0.0339485	0.4716345	0.1230987	0.4388054	0.6994268	0.6776808	0.7306287	0.5149875	0.6920467	0.3697319	0.1900996	0.7216334	0.1461181	0.4655339	0.5649077	0.0616220	0.8293129	0.4891915	0.5975539	0.7493046	0.1646365	0.6864620
150	0.0417106	0.0261966	0.1040600	0.6858928	0.0339463	0.0049899	0.6040891	0.3991628	0.7521690	0.7146242	0.6644964	0.6449309	0.5646232	0.4265731	0.6602718	0.3742617	0.5357691	0.2342415	0.4980466	0.7446723	0.5654701	0.4953607	0.8672168	0.0139596	0.1624148	0.7977418	0.1473477	0.6903153	0.0391398	0.7816702	0.2902139	0.5795394	0.7516633	0.5048314	0.3324653	0.6060561	0.6563109	0.3870539	0.1942616	0.7854028	0.1061862	0.3650719	0.4853500	0.2421142	0.7293204	0.3609879	0.4702227	0.8287281	0.1057418	0.6339000
200	0.0227117	0.0139434	0.0784863	0.6525842	0.0233500	0.0112544	0.6183363	0.3735011	0.7124908	0.8212085	0.7202995	0.6991700	0.4600627	0.6146117	0.5983558	0.4539084	0.5890889	0.2982682	0.4234056	0.6135695	0.5477199	0.4690346	0.5779330	0.0091052	0.2750331	0.7573416	0.0988623	0.6736398	0.0128523	0.6789845	0.6185166	0.5446121	0.6435408	0.5254453	0.1200127	0.4868339	0.6251929	0.4460230	0.1704865	0.7238420	0.1462135	0.3848000	0.4817171	0.6148882	0.6243089	0.4038669	0.5150896	0.7443321	0.1500824	0.6963884
250	0.0471651	0.0248289	0.1149661	0.7036885	0.0156052	0.0291376	0.6184191	0.3919400	0.6931292	0.7829449	0.7341139	0.6565005	0.4974659	0.5213705	0.4198152	0.4708975	0.5735121	0.3170759	0.5614058	0.7175338	0.7069140	0.5068663	0.7402965	0.0372619	0.3229107	0.6229207	0.0952351	0.6519668	0.0247935	0.6249214	0.5335860	0.5080314	0.6530580	0.4117648	0.0872007	0.4786150	0.7651941	0.3494975	0.0808878	0.7252215	0.1214240	0.3415989	0.4681897	0.6634746	0.8283737	0.4340539	0.6079134	0.7800983	0.1605431	0.7457046
300	0.0850389	0.0309476	0.0725733	0.6140900	0.0272039	0.0284476	0.6617651	0.3900883	0.7765929	0.6275739	0.5688045	0.7082899	0.4019762	0.5602507	0.4879733	0.4717435	0.5467543	0.3370512	0.4582437	0.5550944	0.5300364	0.4016006	0.5533932	0.0319133	0.3373757	0.8054689	0.0883227	0.6484428	0.0077845	0.7281960	0.5273167	0.5563691	0.6276351	0.4743233	0.0843112	0.3384700	0.6635182	0.3888188	0.1471127	0.6529662	0.1023682	0.3366488	0.5128825	0.6465165	0.7526554	0.4655582	0.4142853	0.7607590	0.1772886	0.7010620
350	0.0860501	0.0112799	0.0925575	0.7108290	0.0126656	0.0918982	0.5980562	0.4975936	0.7581020	0.5727988	0.4649117	0.6851429	0.4582318	0.6084344	0.5476484	0.5110007	0.6223899	0.3507012	0.5044164	0.7283115	0.5059651	0.4291196	0.6629395	0.0377550	0.2417822	0.6618257	0.0674158	0.7397993	0.0047277	0.7399983	0.5842373	0.5268089	0.6932607	0.6381004	0.0295769	0.5364024	0.7088086	0.4539494	0.1299531	0.5494178	0.1103715	0.3324298	0.4426859	0.7284131	0.8095793	0.4259951	0.4306319	0.7226227	0.2047644	0.6650280
400	0.1300537	0.0219684	0.1286434	0.6773045	0.0224779	0.0927896	0.6308062	0.4351628	0.6840131	0.6849603	0.3746971	0.6208731	0.4356785	0.5641674	0.6055588	0.6020122	0.7779760	0.3765149	0.5941754	0.7860344	0.6653644	0.4448620	0.8057264	0.0379748	0.0976480	0.7007988	0.1596224	0.7449293	0.0115628	0.6501453	0.7096949	0.5226596	0.7246745	0.6563219	0.0586870	0.4819929	0.7045835	0.3482105	0.1438875	0.6161434	0.0532871	0.3662907	0.5003136	0.6985021	0.5329008	0.4481535	0.4437174	0.7254780	0.2547095	0.5974560
450	0.1331322	0.0042389	0.0708593	0.7072905	0.0167823	0.1351112	0.6465476	0.4370990	0.7199248	0.7665193	0.2766509	0.7116344	0.4314318	0.6447003	0.7530395	0.4977352	0.5547071	0.2879259	0.5471602	0.6747756	0.6730492	0.4702395	0.6957955	0.0170096	0.0428303	0.6452472	0.0881317	0.6416366	0.0110197	0.7398436	0.7277317	0.5094134	0.7006357	0.5047560	0.0300672	0.4546627	0.6761300	0.4325536	0.1128631	0.6275918	0.1352684	0.3097429	0.5555773	0.6791008	0.7159151	0.4703699	0.4394617	0.8709223	0.2727177	0.6506062
500	0.0674812	0.0211762	0.0914108	0.8391254	0.0475284	0.1880594	0.6380722	0.4783722	0.7840195	0.7275834	0.3027885	0.7334361	0.2954553	0.4948159	0.9149165	0.5355425	0.6793136	0.5408191	0.5316299	0.5575155	0.6233688	0.3686672	0.6515140	0.0530036	0.0275969	0.7256283	0.0540265	0.6794784	0.0209968	0.7367887	0.6583532	0.6185861	0.6697214	0.5091109	0.0537450	0.4248881	0.6726547	0.3343783	0.1459558	0.6048658	0.1465760	0.3254491	0.4715486	0.7453731	0.5010500	0.4701235	0.5141724	0.8043682	0.3004274	0.6515921
550	0.3160436	0.4085936	0.0767592	0.7456183	0.5312764	0.4260363	0.5766779	0.5028889	0.7957902	0.8085215	0.2314890	0.6254553	0.1289809	0.6162505	0.6455368	0.4910368	0.5631212	0.4029514	0.5697494	0.4899764	0.5289019	0.3468705	0.6645240	0.1193504	0.0256936	0.6358870	0.3705047	0.7056994	0.0213942	0.8603978	0.4846190	0.2311937	0.6625901	0.5379121	0.2294308	0.4896010	0.6427773	0.3924520	0.2726536	0.5164278	0.2021894	0.4084079	0.4476616	0.6601352	0.4543145	0.5250557	0.4475298	0.6247991	0.4152115	0.5473690
600	0.1160159	0.6369843	0.0878413	0.6810186	0.7500441	0.4628899	0.5028669	0.5301420	0.4383216	0.7987781	0.2982894	0.7926847	0.0863584	0.5177950	0.8242582	0.5337096	0.8126573	0.3807309	0.5436261	0.4546846	0.5756987	0.2358943	0.6802793	0.0955866	0.0172055	0.8051254	0.5362506	0.7153802	0.0359589	0.6049944	0.2187566	0.2917379	0.5259139	0.5566376	0.6845171	0.4655182	0.6709276	0.3330635	0.3776407	0.7112871	0.2466144	0.3880194	0.5029783	0.2881684	0.2908975	0.4673044	0.5033893	0.7188455	0.4852078	0.5273079
650	0.0874704	0.6537776	0.0896640	0.7970646	0.8150521	0.3274377	0.6234615	0.6012695	0.4200269	0.7434115	0.2561189	0.6901308	0.0382495	0.3485297	0.6091483	0.5548225	0.6350680	0.4003714	0.7374482	0.3176936	0.6836429	0.1709969	0.7584106	0.0800001	0.0025198	0.7096376	0.7949562	0.6799411	0.0249476	0.3740368	0.1060723	0.3369456	0.4726752	0.5786398	0.7356871	0.5042757	0.7677522	0.4683659	0.4410235	0.6104570	0.2559998	0.6519572	0.5049723	0.1204468	0.2969445	0.5228170	0.5870504	0.6512660	0.3065683	0.5322950
700	0.0802911	0.7603981	0.1439449	0.7238464	0.6808298	0.1244412	0.5642667	0.5947987	0.4755065	0.6072399	0.3118599	0.6915216	0.0303617	0.3038333	0.7625615	0.4538737	0.5657763	0.4902680	0.8084973	0.3954280	0.6242529	0.2147586	0.7384376	0.0772067	0.0186277	0.6737762	0.5751066	0.6146842	0.0107292	0.3795706	0.0348642	0.2979128	0.5015911	0.5649200	0.6645223	0.5334430	0.6722048	0.3568837	0.3924414	0.6887846	0.3153829	0.5169866	0.7244825	0.0747511	0.3360414	0.4588963	0.5608606	0.6589105	0.2651310	0.6532939
750	0.0788316	0.6909122	0.1053642	0.7787878	0.7152997	0.1365823	0.7266057	0.5093897	0.5978160	0.6898132	0.4013273	0.7837737	0.1319215	0.2013738	0.7880220	0.5643583	0.4765220	0.3760497	0.5799884	0.3137702	0.5412521	0.3693194	0.6427807	0.0471272	0.0098241	0.7551750	0.6597141	0.6920513	0.0078819	0.3718968	0.0572511	0.3119739	0.5345223	0.5723403	0.8166159	0.4934241	0.6580802	0.4533309	0.3560129	0.6346133	0.3099757	0.5778972	0.5098196	0.0650913	0.5057351	0.4529276	0.5470893	0.7472164	0.2796833	0.5413882
800	0.0434238	0.6964304	0.1456648	0.7506753	0.7999892	0.0958654	0.7425685	0.4471251	0.6348590	0.7300018	0.4106325	0.6842382	0.4130361	0.2925667	0.8507496	0.5410219	0.2324759	0.3464973	0.7734099	0.5136959	0.6550986	0.3375397	0.6306961	0.0543131	0.0138508	0.6587465	0.6398338	0.6654684	0.0131833	0.3163142	0.0558413	0.2717824	0.5246638	0.6663254	0.8101244	0.4862185	0.7571885	0.4800166	0.3781759	0.6434955	0.3085526	0.4784232	0.6755640	0.0447190	0.5040079	0.3664455	0.5633088	0.6164143	0.2550207	0.5508744
850	0.0536746	0.7251161	0.1160335	0.5976315	0.6865763	0.0545012	0.6124974	0.5563906	0.7464884	0.7108902	0.4456225	0.6344859	0.6479242	0.3692571	0.6844083	0.4634646	0.1580519	0.3373488	0.7654947	0.7114195	0.7530420	0.4179002	0.9257278	0.0368364	0.0271564	0.5549869	0.7411351	0.6189480	0.0129411	0.3497228	0.0735149	0.3102169	0.5130027	0.5895349	0.7472887	0.5868415	0.6499898	0.3932845	0.3197841	0.7474107	0.3160513	0.5742044	0.6873603	0.0804388	0.5609931	0.4025984	0.5319561	0.6922853	0.2080995	0.6522101
900	0.0786926	0.6663519	0.0893240	0.8182407	0.7829044	0.0667891	0.7216143	0.5145011	0.7802939	0.7246365	0.3600938	0.7729265	0.8038722	0.3027209	0.7734884	0.5514502	0.0657700	0.2935406	0.7097043	0.7422795	0.6856463	0.4292371	0.6758514	0.0207595	0.0587449	0.8425716	0.5862029	0.7835035	0.0080901	0.3104722	0.0522652	0.2852467	0.5693490	0.5904511	0.7038359	0.5249060	0.7211395	0.4787343	0.3701180	0.6955205	0.3357543	0.5718382	0.6072438	0.0465861	0.7125197	0.4537059	0.5401574	0.6814004	0.2060179	0.6461591
950	0.0478871	0.6171553	0.0698162	0.6406491	0.6300187	0.1120902	0.6140696	0.4822446	0.7290854	0.5543249	0.3783129	0.6646097	0.7418242	0.3430268	0.5599376	0.5003470	0.1015408	0.3408170	0.6387439	0.6487495	0.5046739	0.4328173	0.7061934	0.0178031	0.0297770	0.7290324	0.6725900	0.5887382	0.0191113	0.3458377	0.0471427	0.3639734	0.4935066	0.5292821	0.7573637	0.5183129	0.6414067	0.4383390	0.3881473	0.7555447	0.3024674	0.4998313	0.5673394	0.0517284	0.5923511	0.4007554	0.5174523	0.7228665	0.2929257	0.6968666
1000	0.0514261	0.7458659	0.0601252	0.6852882	0.6430696	0.0586529	0.8444969	0.4833742	0.7231667	0.6429185	0.3539398	0.6504966	0.6184801	0.2444703	0.6075606	0.5328532	0.1762696	0.3524730	0.5640759	0.6134133	0.6306297	0.3993706	0.6416899	0.0314190	0.0260931	0.7022299	0.8112714	0.6154768	0.0155146	0.2283460	0.0238198	0.2347908	0.5263345	0.6317708	0.6936094	0.4980362	0.7449052	0.3754267	0.3559833	0.6074614	0.2602314	0.5186579	0.5073267	0.0472962	0.6536584	0.4529501	0.4983841	0.7358128	0.1691476	0.5923693

0	0.0717476	0.7740572	0.0660823	0.6130526	0.6817757	0.0686949	0.5371966	0.5176487	0.7558515	0.7306944	0.4289922	0.6705027	0.7431445	0.2691484	0.4142575	0.4901150	0.0354922	0.4022442	0.6930071	0.7109193	0.6398418	0.5629698	0.5958665	0.0587730	0.1218907	0.5989206	0.6778413	0.6559759	0.0197712	0.2507537	0.0629204	0.3502646	0.4503589	0.6320888	0.8074289	0.4473492	0.6663579	0.3334176	0.3393353	0.8032452	0.2223147	0.5046646	0.6464781	0.0513577	0.5537068	0.4627504	0.6451756	0.6615942	0.2743226	0.6187355
50	0.0530470	0.8659835	0.1022939	0.2439729	0.4204372	0.0542019	0.4105318	0.4051588	0.7656479	0.7384267	0.4771088	0.6719027	0.6396930	0.4420918	0.5472026	0.4667908	0.0649586	0.6175663	0.8892039	0.7710203	0.7064155	0.4654927	0.8102882	0.3274085	0.0886697	0.7792869	0.6213199	0.7274187	0.4051513	0.3012440	0.4483879	0.2760329	0.5153625	0.6403684	0.6355875	0.6636893	0.4446346	0.3276760	0.3268265	0.6510585	0.2184610	0.5193436	0.5841487	0.0289227	0.6614143	0.4427230	0.5792297	0.6964150	0.3896809	0.1962749
