"Time"	YBR297W	YMR021C	YPL177C	YMR042W	YML099C	YIL101C	YJR147W	YGR249W	YER045C	YHL027W	YER190W	YPL265W	YER189W	YBR086C	YOL157C	YJR054W	YCR021C	YMR172CA	YJR094C	YIR020C	YMR173W	YKR042W	YDL246C	YBR298C	YJL221C	YDL245C	YPL198W	YPL078C	YJL219W	YMR319C	YFL023W	YOR258W	YJR101W	YHL029C	YHR193C	YPR197C	YFR005C	YCR107W	YBL043W	YPR123C	YOR280C	YFL024C	YCR105W	YAR050W	YMR135WA	YBL029W	YHR194W	YPL111W	YFL066C	YDR276C
850	0.0865671	1.0000000	0.1499931	0.9999878	1.0000000	0.0454830	0.9993273	0.6753732	0.9912114	1.0000000	0.7401056	0.9992887	0.9985897	0.4213561	0.4986107	0.7357964	0.0505862	0.4543638	0.9765567	0.9890253	0.9152923	0.6183679	0.9992302	0.0412435	0.1765799	0.9981351	0.9174596	0.9870833	0.0254282	0.4222235	0.0836616	0.3355277	0.7264823	0.8206881	0.9999561	0.6619135	0.9510371	0.5893947	0.4952899	0.9997481	0.4060685	0.7851586	0.7769205	0.0585637	0.9757340	0.6107626	0.7810867	0.9262043	0.2988307	0.9062246
900	0.0865671	1.0000000	0.1498241	0.9999972	1.0000000	0.0454532	0.9993295	0.6753437	0.9912168	1.0000000	0.7411986	0.9992907	0.9993638	0.4213612	0.4976493	0.7357911	0.0505210	0.4543628	0.9765571	0.9896184	0.9152924	0.6183733	0.9992960	0.0412435	0.1769419	0.9982171	0.9174776	0.9870804	0.0254280	0.4222235	0.0836364	0.3355198	0.7289550	0.8204302	0.9999561	0.6619050	0.9524971	0.5893947	0.4958750	0.9997481	0.4061208	0.7856108	0.7769370	0.0586438	0.9757957	0.6132475	0.7810867	0.9262034	0.2988307	0.9062251
950	0.0865671	1.0000000	0.1497695	0.9999993	1.0000000	0.0454390	0.9993310	0.6753242	0.9912207	1.0000000	0.7419346	0.9992913	0.9996721	0.4213793	0.4968848	0.7357825	0.0504807	0.4543620	0.9765575	0.9899185	0.9152924	0.6183772	0.9993302	0.0412435	0.1772003	0.9982525	0.9174850	0.9870792	0.0254279	0.4222235	0.0836299	0.3355027	0.7301363	0.8202658	0.9999561	0.6618908	0.9532181	0.5893946	0.4961457	0.9997481	0.4061463	0.7857826	0.7769250	0.0586779	0.9758411	0.6146240	0.7810867	0.9262032	0.2988307	0.9062252
1000	0.0865671	1.0000000	0.1497524	0.9999998	1.0000000	0.0454327	0.9993319	0.6753131	0.9912231	1.0000000	0.7423726	0.9992915	0.9997950	0.4213985	0.4963767	0.7357746	0.0504587	0.4543615	0.9765577	0.9900612	0.9152924	0.6183795	0.9993471	0.0412435	0.1773579	0.9982676	0.9174880	0.9870787	0.0254279	0.4222235	0.0836283	0.3354859	0.7306644	0.8201742	0.9999561	0.6618781	0.9535606	0.5893946	0.4962638	0.9997481	0.4061609	0.7858466	0.7769083	0.0586923	0.9758694	0.6153359	0.7810867	0.9262032	0.2988307	0.9062253

0	0.0865671	1.0000000	0.1497449	1.0000000	1.0000000	0.0454281	0.9993329	0.6753024	0.9912254	1.0000000	0.7428197	0.9992916	0.9998716	0.4214133	0.4958323	0.7357653	0.0504387	0.4543611	0.9765579	0.9901748	0.9152925	0.6183821	0.9993615	0.0412435	0.1775212	0.9982781	0.9174901	0.9870771	0.0254279	0.4222236	0.0836278	0.3354677	0.7310429	0.8200885	0.9999561	0.6618629	0.9538408	0.5893946	0.4963461	0.9997479	0.4061692	0.7858837	0.7768889	0.0587032	0.9758988	0.6159908	0.7810867	0.9262032	0.2988307	0.9062253
50	0.0343607	0.2789089	0.1438693	1.0000000	0.2954738	0.0264026	0.8963291	0.6012558	0.9914070	1.0000000	0.7774738	0.9991362	0.8028712	0.4760728	0.6406681	0.7266222	0.7911676	0.4543308	0.7809000	0.9902476	0.9152949	0.6203765	0.9993505	0.0326983	0.1904140	0.9982900	0.5909173	0.9870781	0.0254278	0.5344101	0.1023139	0.6207755	0.7333163	0.8670216	0.9997970	0.6520962	0.9539580	0.5904498	0.2745080	0.9998233	0.2342215	0.7425798	0.7640386	0.0610226	0.9783591	0.6162185	0.7891738	0.9849162	0.2454866	0.9292080
100	0.0295146	0.0875854	0.1252425	1.0000000	0.1025934	0.0148359	0.8665714	0.5866033	0.9921295	1.0000000	0.9003025	0.9982594	0.7244960	0.6313402	0.6328016	0.7047374	0.8825183	0.4542195	0.7109328	0.9913136	0.9153026	0.6259367	0.9993686	0.0236430	0.2936181	0.9984726	0.3732278	0.9870827	0.0254277	0.7780654	0.2095116	0.6916999	0.7892087	0.8251520	0.9728814	0.6298583	0.9559717	0.5916155	0.2352977	0.9982512	0.1768761	0.6012596	0.7316465	0.0980990	0.9864653	0.6200769	0.7700450	0.9969104	0.1547718	0.9604383
150	0.0523806	0.0368225	0.1199697	1.0000000	0.0497879	0.0119544	0.8580154	0.5834127	0.9926673	1.0000000	0.9661000	0.9955884	0.6933068	0.7498592	0.5903052	0.6874677	0.8934823	0.4541445	0.6859180	0.9933464	0.9153067	0.6308680	0.9995018	0.0219770	0.4782289	0.9988075	0.2159176	0.9870949	0.0254276	0.9053008	0.4428064	0.7065252	0.9321135	0.7158155	0.4842853	0.6131570	0.9604755	0.5919473	0.2298148	0.9686707	0.1588142	0.5119646	0.7047859	0.3416469	0.9930537	0.6284215	0.6838825	0.9993584	0.1355012	0.9631104
200	0.0852698	0.0233538	0.1225456	1.0000000	0.0353312	0.0170233	0.8555505	0.5829439	0.9928986	1.0000000	0.9853309	0.9888384	0.6808944	0.8064221	0.5646305	0.6781269	0.8947540	0.4541137	0.6769721	0.9947963	0.9153080	0.6338622	0.9996185	0.0279694	0.6213940	0.9990228	0.1501361	0.9871100	0.0254276	0.9598463	0.6791090	0.7085781	0.9843164	0.6126363	0.1803066	0.6044365	0.9642003	0.5913399	0.2296624	0.9085651	0.1534071	0.4774468	0.6894668	0.6751632	0.9960669	0.6352498	0.6256761	0.9998572	0.1942472	0.9393152
250	0.1089911	0.0197802	0.1248909	1.0000000	0.0313733	0.0523099	0.8547883	0.5859863	0.9927959	1.0000000	0.9789190	0.9757780	0.6759531	0.8292777	0.5694252	0.6741490	0.8951487	0.4541207	0.6737623	0.9953803	0.9153073	0.6352821	0.9996845	0.0410193	0.5418095	0.9990899	0.1289722	0.9871224	0.0254276	0.9829801	0.8125724	0.7084732	0.9964856	0.5804761	0.0894522	0.6009042	0.9658710	0.5896215	0.2297400	0.8751944	0.1518225	0.4650448	0.6825564	0.8570746	0.9939883	0.6384993	0.6000083	0.9999585	0.2777421	0.9070430
300	0.1209829	0.0188320	0.1260125	1.0000000	0.0302898	0.1159427	0.8539741	0.5978969	0.9908860	1.0000000	0.7564249	0.9585210	0.6737282	0.8354498	0.7054254	0.6740779	0.8981752	0.4544419	0.6724904	0.9953743	0.9152813	0.6343697	0.9997653	0.0544613	0.2755059	0.9990864	0.1227108	0.9871250	0.0254279	0.9927860	0.8687720	0.7089731	0.9992080	0.7133502	0.0627436	0.6015909	0.9661994	0.5875652	0.2296273	0.8603380	0.1510116	0.4606296	0.6818902	0.9383093	0.9728861	0.6393626	0.5895121	0.9999791	0.3417432	0.8825963
350	0.1260611	0.0185805	0.1264496	1.0000000	0.0299931	0.1703715	0.8511572	0.6166450	0.9831725	1.0000000	0.5528971	0.9431969	0.6651598	0.8295979	0.8600699	0.6781088	0.9095244	0.4564944	0.6714596	0.9922019	0.9150771	0.6256905	0.9998562	0.0636038	0.1254033	0.9990663	0.1209055	0.9870867	0.0254291	0.9969422	0.8898896	0.7113810	0.9998140	0.7644369	0.0548953	0.6075564	0.9660242	0.5860209	0.2295051	0.8539021	0.1496427	0.4590600	0.6892495	0.9733944	0.9107463	0.6392381	0.5852773	0.9999832	0.3790249	0.8688791
400	0.1280159	0.0185137	0.1266036	1.0000000	0.0299119	0.2020972	0.8456968	0.6340208	0.9693953	1.0000000	0.4849826	0.9332708	0.6205127	0.8142468	0.9378847	0.6849040	0.9251855	0.4614850	0.6700031	0.9732307	0.9145175	0.6062880	0.9999154	0.0684832	0.0674410	0.9990496	0.1203897	0.9869381	0.0254313	0.9987038	0.8975590	0.7156808	0.9999489	0.7716374	0.0525892	0.6177308	0.9657765	0.5851703	0.2295453	0.8511329	0.1474558	0.4585021	0.7038977	0.9884324	0.8303393	0.6388920	0.5835724	0.9999841	0.3977211	0.8624079
450	0.1287261	0.0184960	0.1266547	1.0000000	0.0298897	0.2172304	0.8395419	0.6460952	0.9549948	1.0000000	0.4636203	0.9280596	0.5389524	0.7945766	0.9719407	0.6917270	0.9369436	0.4678481	0.6683780	0.9344437	0.9137646	0.5837109	0.9999464	0.0707304	0.0466091	0.9990397	0.1202430	0.9866359	0.0254335	0.9994504	0.9003363	0.7206265	0.9999790	0.7713502	0.0519116	0.6286802	0.9655920	0.5848051	0.2297910	0.8499449	0.1449672	0.4583039	0.7206274	0.9948616	0.7664029	0.6386011	0.5828860	0.9999842	0.4062581	0.8596690
500	0.1289745	0.0184913	0.1266709	1.0000000	0.0298836	0.2236591	0.8346638	0.6532706	0.9442268	1.0000000	0.4569209	0.9256559	0.4604410	0.7759964	0.9864082	0.6968891	0.9435003	0.4732567	0.6670369	0.8934465	0.9131199	0.5658350	0.9999616	0.0716716	0.0391681	0.9990345	0.1202014	0.9862222	0.0254351	0.9997669	0.9013490	0.7249843	0.9999857	0.7707193	0.0517125	0.6377284	0.9654814	0.5846840	0.2300949	0.8494361	0.1427546	0.4582334	0.7349802	0.9976070	0.7266468	0.6384144	0.5826095	0.9999843	0.4099123	0.8585912
550	0.2851198	0.7395811	0.1108932	1.0000000	0.7344082	0.5425088	0.9172680	0.7454394	0.9106545	1.0000000	0.3945976	0.9714654	0.3168140	0.7363786	0.9918745	0.7101801	0.6914326	0.4933153	0.8583871	0.7627827	0.9096893	0.5152189	0.9999740	0.1947118	0.0350377	0.9990629	0.5024614	0.9857574	0.0254401	0.9901041	0.6933434	0.4413312	0.9050421	0.6910797	0.2742789	0.6545564	0.9658391	0.5586554	0.4602083	0.7894443	0.3140334	0.4600748	0.6717539	0.8330955	0.5442136	0.6389663	0.5711322	0.8334185	0.5524039	0.7534693
600	0.1703456	0.9309044	0.1029293	1.0000000	0.9272881	0.6287088	0.8677372	0.7928547	0.7963652	1.0000000	0.3885800	0.9918526	0.1482089	0.6137965	0.9960071	0.7321632	0.8501030	0.5803606	0.9096591	0.5581105	0.8885390	0.3819666	0.9999876	0.1990758	0.0317745	0.9992559	0.7585614	0.9845608	0.0254576	0.8438904	0.3300503	0.3949777	0.8162201	0.6788584	0.7815234	0.6841088	0.9689511	0.5575227	0.5582570	0.9092813	0.3605233	0.5163633	0.7199014	0.4171012	0.4545973	0.6437001	0.6413897	0.8624618	0.5866929	0.7492809
650	0.1178869	0.9816672	0.1187258	1.0000000	0.9800934	0.4349296	0.8178720	0.8131998	0.7250007	1.0000000	0.4259362	0.9972949	0.0791027	0.4742658	0.9978304	0.7433233	0.8981018	0.6426536	0.9191068	0.4776321	0.8722229	0.3082862	0.9999941	0.1220448	0.0305134	0.9993761	0.8636195	0.9813361	0.0254689	0.6552099	0.1714273	0.4088624	0.8008961	0.7257928	0.9356450	0.7094607	0.9715944	0.5749242	0.6170411	0.9610289	0.3659219	0.6269752	0.8081831	0.2146372	0.4863166	0.6477828	0.7131243	0.8968606	0.5032036	0.8151931
700	0.0977627	0.9951358	0.1336178	1.0000000	0.9945501	0.2070850	0.8592372	0.8038420	0.7739497	1.0000000	0.4498159	0.9987382	0.0760049	0.3820568	0.9982803	0.7465386	0.8345178	0.6038500	0.9356645	0.4750108	0.8880806	0.3383136	0.9999946	0.0745137	0.0306054	0.9992805	0.9000453	0.9773127	0.0254612	0.5362231	0.1146753	0.4268139	0.7868459	0.8089111	0.9810340	0.7241492	0.9704673	0.5845369	0.5599524	0.9831921	0.3621578	0.7068195	0.8493356	0.1259751	0.5293762	0.6464596	0.7497831	0.9140043	0.4120700	0.8644884
750	0.0904578	0.9987094	0.1422168	1.0000000	0.9985080	0.1025827	0.9304784	0.7706850	0.8766484	1.0000000	0.4605969	0.9991309	0.3152771	0.3398915	0.9961726	0.7507609	0.6008275	0.5261059	0.9555863	0.6565067	0.9058111	0.4529822	0.9999828	0.0538713	0.0329616	0.9990426	0.9120204	0.9764000	0.0254454	0.4748635	0.0947879	0.4311602	0.7689992	0.8646270	0.9943883	0.7266092	0.9667095	0.5877980	0.5165524	0.9926720	0.3609728	0.7493858	0.8611159	0.0876393	0.6188278	0.6406864	0.7668659	0.9213086	0.3530904	0.8892406
800	0.0878905	0.9996576	0.1464368	1.0000000	0.9995915	0.0647495	0.9725948	0.7324772	0.9450567	1.0000000	0.4660155	0.9992424	0.6892041	0.3343696	0.9800225	0.7541008	0.2995874	0.4809578	0.9676066	0.8654841	0.9127305	0.5493112	0.9999307	0.0458545	0.0421035	0.9987810	0.9158314	0.9787869	0.0254350	0.4457488	0.0877134	0.4194229	0.7537571	0.8857211	0.9983173	0.7182244	0.9625016	0.5888118	0.5036729	0.9967246	0.3656108	0.7697187	0.8547403	0.0711288	0.7540718	0.6334629	0.7746801	0.9242731	0.3225873	0.8997774
850	0.0870096	0.9999091	0.1483486	1.0000000	0.9998882	0.0518594	0.9899121	0.7042230	0.9747374	1.0000000	0.4821391	0.9992757	0.8738377	0.3499307	0.9142154	0.7529082	0.1345778	0.4633440	0.9730139	0.9488891	0.9146545	0.5940036	0.9998100	0.0428869	0.0655609	0.9985727	0.9170071	0.9818064	0.0254305	0.4325311	0.0851441	0.3981067	0.7434586	0.8818356	0.9994735	0.7036880	0.9591040	0.5891694	0.4995537	0.9984564	0.3745973	0.7789192	0.8378999	0.0640322	0.8651385	0.6271134	0.7782263	0.9254511	0.3086276	0.9038857
900	0.0867131	0.9999759	0.1491727	1.0000000	0.9999694	0.0475493	0.9961231	0.6882783	0.9855800	1.0000000	0.5420430	0.9992863	0.9494220	0.3720348	0.7907233	0.7484917	0.0768265	0.4573097	0.9751946	0.9768917	0.9151352	0.6104172	0.9996568	0.0418184	0.1013381	0.9984361	0.9173569	0.9840877	0.0254288	0.4266845	0.0841953	0.3761520	0.7373992	0.8623894	0.9998139	0.6888015	0.9568052	0.5893075	0.4978528	0.9991963	0.3845741	0.7829444	0.8183265	0.0609861	0.9267153	0.6225236	0.7798222	0.9259130	0.3027036	0.9054030
950	0.0866147	0.9999936	0.1495156	1.0000000	0.9999916	0.0461212	0.9982478	0.6806700	0.9893093	1.0000000	0.6247732	0.9992897	0.9797305	0.3913550	0.6688220	0.7437060	0.0589238	0.4553232	0.9760397	0.9859987	0.9152528	0.6158965	0.9995304	0.0414415	0.1347433	0.9983575	0.9174564	0.9854987	0.0254282	0.4241393	0.0838410	0.3590773	0.7341403	0.8423860	0.9999142	0.6772685	0.9554165	0.5893615	0.4970547	0.9995124	0.3929260	0.7846633	0.8018025	0.0596802	0.9553019	0.6195990	0.7805333	0.9260921	0.3003144	0.9059430
1000	0.0865825	0.9999983	0.1496546	1.0000000	0.9999977	0.0456521	0.9989657	0.6774024	0.9905736	1.0000000	0.6850858	0.9992909	0.9918391	0.4047690	0.5858557	0.7401239	0.0532719	0.4546755	0.9763622	0.9889005	0.9152820	0.6176356	0.9994494	0.0413108	0.1567142	0.9983160	0.9174829	0.9862840	0.0254280	0.4230422	0.0837080	0.3479981	0.7324952	0.8299185	0.9999437	0.6698710	0.9546412	0.5893823	0.4966725	0.9996474	0.3987363	0.7853837	0.7904525	0.0591209	0.9675647	0.6178911	0.7808468	0.9261610	0.2993855	0.9061302

0	0.0865671	1.0000000	0.1497449	1.0000000	1.0000000	0.0454281	0.9993329	0.6753024	0.9912254	1.0000000	0.7428197	0.9992916	0.9998716	0.4214133	0.4958323	0.7357653	0.0504387	0.4543611	0.9765579	0.9901748	0.9152925	0.6183821	0.9993615	0.0412435	0.1775212	0.9982781	0.9174901	0.9870771	0.0254279	0.4222236	0.0836278	0.3354677	0.7310429	0.8200885	0.9999561	0.6618629	0.9538408	0.5893946	0.4963461	0.9997479	0.4061692	0.7858837	0.7768889	0.0587032	0.9758988	0.6159908	0.7810867	0.9262032	0.2988307	0.9062253
50	0.0865671	1.0000000	0.1775157	0.3816851	0.6513751	0.0454543	0.4860740	0.6897413	0.9912254	1.0000000	0.7428194	0.9983732	0.7560415	0.4401864	0.4957858	0.7195201	0.0542660	0.7265541	0.9765579	0.9897995	0.9152925	0.7730939	0.9993284	0.4242273	0.1775212	0.9982109	0.9174791	0.9870780	0.5007227	0.4222235	0.5292725	0.3361957	0.5613546	0.9357218	0.9999364	0.8289069	0.6762370	0.5893946	0.4956382	0.9997480	0.3127792	0.7316983	0.7777017	0.0265452	0.9758997	0.6147181	0.7755906	0.9203724	0.4786160	0.3519860
